row ID,row m/z,row retention time,row identity (main ID),row identity (all IDs),row identity (main ID + details),row comment,row number of detected peaks,QE2_sbs_11_1[blank]n.mzXML Peak status,QE2_sbs_11_1[blank]n.mzXML Peak name,QE2_sbs_11_1[blank]n.mzXML Peak m/z,QE2_sbs_11_1[blank]n.mzXML Peak RT,QE2_sbs_11_1[blank]n.mzXML Peak RT start,QE2_sbs_11_1[blank]n.mzXML Peak RT end,QE2_sbs_11_1[blank]n.mzXML Peak duration time,QE2_sbs_11_1[blank]n.mzXML Peak height,QE2_sbs_11_1[blank]n.mzXML Peak area,QE2_sbs_11_1[blank]n.mzXML Peak charge,QE2_sbs_11_1[blank]n.mzXML Peak # data points,QE2_sbs_11_1[blank]n.mzXML Peak FWHM,QE2_sbs_11_1[blank]n.mzXML Peak tailing factor,QE2_sbs_11_1[blank]n.mzXML Peak asymmetry factor,QE2_sbs_11_1[blank]n.mzXML Peak m/z min,QE2_sbs_11_1[blank]n.mzXML Peak m/z max,QE2_sbs_11_2[blank]n.mzXML Peak status,QE2_sbs_11_2[blank]n.mzXML Peak name,QE2_sbs_11_2[blank]n.mzXML Peak m/z,QE2_sbs_11_2[blank]n.mzXML Peak RT,QE2_sbs_11_2[blank]n.mzXML Peak RT start,QE2_sbs_11_2[blank]n.mzXML Peak RT end,QE2_sbs_11_2[blank]n.mzXML Peak duration time,QE2_sbs_11_2[blank]n.mzXML Peak height,QE2_sbs_11_2[blank]n.mzXML Peak area,QE2_sbs_11_2[blank]n.mzXML Peak charge,QE2_sbs_11_2[blank]n.mzXML Peak # data points,QE2_sbs_11_2[blank]n.mzXML Peak FWHM,QE2_sbs_11_2[blank]n.mzXML Peak tailing factor,QE2_sbs_11_2[blank]n.mzXML Peak asymmetry factor,QE2_sbs_11_2[blank]n.mzXML Peak m/z min,QE2_sbs_11_2[blank]n.mzXML Peak m/z max,QE2_sbs_11_8[9N]n.mzXML Peak status,QE2_sbs_11_8[9N]n.mzXML Peak name,QE2_sbs_11_8[9N]n.mzXML Peak m/z,QE2_sbs_11_8[9N]n.mzXML Peak RT,QE2_sbs_11_8[9N]n.mzXML Peak RT start,QE2_sbs_11_8[9N]n.mzXML Peak RT end,QE2_sbs_11_8[9N]n.mzXML Peak duration time,QE2_sbs_11_8[9N]n.mzXML Peak height,QE2_sbs_11_8[9N]n.mzXML Peak area,QE2_sbs_11_8[9N]n.mzXML Peak charge,QE2_sbs_11_8[9N]n.mzXML Peak # data points,QE2_sbs_11_8[9N]n.mzXML Peak FWHM,QE2_sbs_11_8[9N]n.mzXML Peak tailing factor,QE2_sbs_11_8[9N]n.mzXML Peak asymmetry factor,QE2_sbs_11_8[9N]n.mzXML Peak m/z min,QE2_sbs_11_8[9N]n.mzXML Peak m/z max,QE2_sbs_11_10[2S]n.mzXML Peak status,QE2_sbs_11_10[2S]n.mzXML Peak name,QE2_sbs_11_10[2S]n.mzXML Peak m/z,QE2_sbs_11_10[2S]n.mzXML Peak RT,QE2_sbs_11_10[2S]n.mzXML Peak RT start,QE2_sbs_11_10[2S]n.mzXML Peak RT end,QE2_sbs_11_10[2S]n.mzXML Peak duration time,QE2_sbs_11_10[2S]n.mzXML Peak height,QE2_sbs_11_10[2S]n.mzXML Peak area,QE2_sbs_11_10[2S]n.mzXML Peak charge,QE2_sbs_11_10[2S]n.mzXML Peak # data points,QE2_sbs_11_10[2S]n.mzXML Peak FWHM,QE2_sbs_11_10[2S]n.mzXML Peak tailing factor,QE2_sbs_11_10[2S]n.mzXML Peak asymmetry factor,QE2_sbs_11_10[2S]n.mzXML Peak m/z min,QE2_sbs_11_10[2S]n.mzXML Peak m/z max,QE2_sbs_11_19[16N]n.mzXML Peak status,QE2_sbs_11_19[16N]n.mzXML Peak name,QE2_sbs_11_19[16N]n.mzXML Peak m/z,QE2_sbs_11_19[16N]n.mzXML Peak RT,QE2_sbs_11_19[16N]n.mzXML Peak RT start,QE2_sbs_11_19[16N]n.mzXML Peak RT end,QE2_sbs_11_19[16N]n.mzXML Peak duration time,QE2_sbs_11_19[16N]n.mzXML Peak height,QE2_sbs_11_19[16N]n.mzXML Peak area,QE2_sbs_11_19[16N]n.mzXML Peak charge,QE2_sbs_11_19[16N]n.mzXML Peak # data points,QE2_sbs_11_19[16N]n.mzXML Peak FWHM,QE2_sbs_11_19[16N]n.mzXML Peak tailing factor,QE2_sbs_11_19[16N]n.mzXML Peak asymmetry factor,QE2_sbs_11_19[16N]n.mzXML Peak m/z min,QE2_sbs_11_19[16N]n.mzXML Peak m/z max,QE2_sbs_11_9[5S]n.mzXML Peak status,QE2_sbs_11_9[5S]n.mzXML Peak name,QE2_sbs_11_9[5S]n.mzXML Peak m/z,QE2_sbs_11_9[5S]n.mzXML Peak RT,QE2_sbs_11_9[5S]n.mzXML Peak RT start,QE2_sbs_11_9[5S]n.mzXML Peak RT end,QE2_sbs_11_9[5S]n.mzXML Peak duration time,QE2_sbs_11_9[5S]n.mzXML Peak height,QE2_sbs_11_9[5S]n.mzXML Peak area,QE2_sbs_11_9[5S]n.mzXML Peak charge,QE2_sbs_11_9[5S]n.mzXML Peak # data points,QE2_sbs_11_9[5S]n.mzXML Peak FWHM,QE2_sbs_11_9[5S]n.mzXML Peak tailing factor,QE2_sbs_11_9[5S]n.mzXML Peak asymmetry factor,QE2_sbs_11_9[5S]n.mzXML Peak m/z min,QE2_sbs_11_9[5S]n.mzXML Peak m/z max,
766,157.03682136535645,0.8790416666666667,,,,,4,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,157.0368 m/z @0.88 [QE2_sbs_11_8[9N]n.mzXML],157.0368194580078,0.8846833333333334,0.8523,0.9467333333333333,0.09443333333333337,302594.1160714286,799521.9638602397,0,18,0.04273883565284875,1.461780322198225,1.4926908033545407,157.03663635253906,157.036865234375,DETECTED,157.0368 m/z @0.88 [QE2_sbs_11_10[2S]n.mzXML],157.0368194580078,0.8836999999999999,0.8460666666666667,0.9339,0.08783333333333321,286264.521875,856755.107580915,0,17,0.050135078442501424,1.1669619131975228,1.6273770392597926,157.0364227294922,157.0369415283203,DETECTED,157.0368 m/z @0.87 [QE2_sbs_11_19[16N]n.mzXML],157.0368194580078,0.8717666666666666,0.8504666666666666,0.9486166666666667,0.09815000000000007,412151.7410714285,1110008.3477749866,0,19,0.04269455425135815,2.0701350582448574,2.831237663463751,157.0363006591797,157.03689575195312,DETECTED,157.0368 m/z @0.88 [QE2_sbs_11_9[5S]n.mzXML],157.03682708740234,0.8760166666666667,0.8492833333333334,0.9536333333333334,0.10435000000000005,406673.59285714285,1006072.8594978729,0,20,0.040128472388126,1.6827550342978534,2.1052749465883194,157.0363006591797,157.03688049316406,
767,216.03107910423014,1.4709291666666666,,,,,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,216.0311 m/z @1.47 [QE2_sbs_11_8[9N]n.mzXML],216.0310821533203,1.471,1.43535,1.50325,0.06790000000000007,301233.24732142856,543207.7384944472,0,13,0.02741230552489804,1.1618915593581323,1.5020426086123029,216.03099060058594,216.03176879882812,ESTIMATED,216.0311 m/z @1.47 [QE2_sbs_11_10[2S]n.mzXML],216.03111032339243,1.4671333333333334,1.4323000000000001,1.4991666666666668,0.06686666666666663,284718.3125,423863.3665566393,0,13,0.02420135819185676,1.1692757927539035,2.568910692090321,216.03070068359375,216.03176879882812,ESTIMATED,216.0311 m/z @1.47 [QE2_sbs_11_19[16N]n.mzXML],216.0310806274414,1.4696666666666667,1.4410999999999998,1.4910999999999999,0.050000000000000044,147841.625,217858.42822436502,0,10,0.023783851613228046,0.9875272706900501,1.1847044970624672,216.03094482421875,216.03123474121094,ESTIMATED,216.0310 m/z @1.48 [QE2_sbs_11_9[5S]n.mzXML],216.03104331276634,1.4759166666666668,1.4411666666666667,1.4972999999999999,0.056133333333333146,217084.8125,290997.4005605466,0,11,0.0205551571779945,0.9734750435920159,1.049635726043234,216.03099060058594,216.0310821533203,
768,249.04247262742783,0.807225,,,,,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,249.0427 m/z @0.80 [QE2_sbs_11_8[9N]n.mzXML],249.04273986816406,0.8046000000000001,0.7940333333333334,0.8683833333333334,0.07435000000000003,300979.0892857143,797481.1942628345,0,15,0.05584535134538504,3.518138801261812,6.036277602523624,249.04177856445312,249.04295349121094,DETECTED,249.0427 m/z @0.81 [QE2_sbs_11_10[2S]n.mzXML],249.042724609375,0.8090333333333334,0.7932166666666667,0.8728166666666667,0.0796,402848.14821428567,1122175.4586300498,0,16,0.050916111379203044,2.5163329820864013,4.396523740267187,249.041748046875,249.04299926757812,DETECTED,249.0419 m/z @0.81 [QE2_sbs_11_19[16N]n.mzXML],249.0418701171875,0.8135166666666667,0.7924666666666667,0.8664166666666666,0.07394999999999996,303517.1736607143,777392.7222435822,0,15,0.04704727692176314,1.7565320665083115,2.513064133016623,249.04136657714844,249.04286193847656,ESTIMATED,249.0426 m/z @0.80 [QE2_sbs_11_9[5S]n.mzXML],249.04255591498477,0.80175,0.7912166666666667,0.81755,0.02633333333333332,325007.4375,373717.4938125003,0,6,0.05860093195776872,1.2500000000000053,1.5000000000000104,249.0419158935547,249.04295349121094,
769,270.94407314724396,0.6961055555555555,,,,,4,ESTIMATED,270.9451 m/z @0.88 [QE2_sbs_11_1[blank]n.mzXML],270.94507598876953,0.8821833333333333,0.8760666666666667,0.8884166666666666,0.012349999999999972,1743.3621826171875,645.9156886596666,0,3,0.012349999999999972,1.0095367847411434,1.0190735694822868,270.9435844421387,270.94805908203125,ESTIMATED,270.9450 m/z @0.66 [QE2_sbs_11_2[blank]n.mzXML],270.94502512613934,0.6608333333333333,0.6545666666666666,0.66715,0.01258333333333339,2333.21533203125,880.788787841801,0,3,0.01258333333333339,1.003989361702136,1.007978723404272,270.9435844421387,270.9479064941406,DETECTED,270.9436 m/z @0.65 [QE2_sbs_11_8[9N]n.mzXML],270.9435577392578,0.6549333333333334,0.6199,0.70575,0.08584999999999998,299978.2428571429,993703.1703614404,0,16,0.056721713742750035,1.149390546386514,1.2514095220156094,270.9434814453125,270.94378662109375,DETECTED,270.9436 m/z @0.67 [QE2_sbs_11_10[2S]n.mzXML],270.943603515625,0.67135,0.6193166666666666,0.7053333333333334,0.08601666666666674,412782.6875,1270815.995391519,1,16,0.05519544355660255,0.7628069212006975,0.44527332644731554,270.9435119628906,270.9436340332031,DETECTED,270.9436 m/z @0.65 [QE2_sbs_11_19[16N]n.mzXML],270.943603515625,0.6490833333333333,0.6137333333333334,0.6998666666666666,0.08613333333333328,490013.18035714293,1523576.6473510815,1,16,0.05333977389237132,1.1465774426517688,1.491067733018121,270.9435729980469,270.94378662109375,DETECTED,270.9436 m/z @0.66 [QE2_sbs_11_9[5S]n.mzXML],270.9435729980469,0.65825,0.6172166666666666,0.7091999999999999,0.0919833333333333,429445.98660714284,1341288.123291936,1,17,0.05373985259139924,0.9784014173635053,0.9558034611902022,270.9435119628906,270.9436950683594,
770,353.0895004272461,0.841575,,,,,4,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,353.0902 m/z @0.85 [QE2_sbs_11_8[9N]n.mzXML],353.09022521972656,0.8469666666666666,0.7940333333333334,0.8737666666666667,0.07973333333333332,299455.8482142857,888169.3996039062,0,16,0.04775202567473624,0.7531486146095725,0.506297229219145,353.08880615234375,353.0906677246094,DETECTED,353.0901 m/z @0.84 [QE2_sbs_11_10[2S]n.mzXML],353.0900573730469,0.8354666666666667,0.7932166666666667,0.8728166666666667,0.0796,298600.9223214286,1019652.6180939585,0,16,0.0668468333540072,0.9420118343195265,0.8840236686390529,353.08868408203125,353.09039306640625,DETECTED,353.0888 m/z @0.84 [QE2_sbs_11_19[16N]n.mzXML],353.0888214111328,0.8399,0.7924666666666667,0.8717666666666666,0.07929999999999993,761029.5053571428,2346734.2476546867,0,16,0.056947325742904065,0.8359100491918475,0.601903447205446,353.08856201171875,353.0904235839844,DETECTED,353.0889 m/z @0.84 [QE2_sbs_11_9[5S]n.mzXML],353.0888977050781,0.8439666666666666,0.7912166666666667,0.8706333333333334,0.07941666666666669,660416.3428571429,2017405.4627283488,0,16,0.05719558236140221,0.7527646129541872,0.5055292259083743,353.0887756347656,353.0903625488281,
771,279.1187973022461,6.3248291666666665,,,,,4,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,279.1188 m/z @6.32 [QE2_sbs_11_8[9N]n.mzXML],279.1188049316406,6.324266666666667,6.236483333333334,6.558400000000001,0.32191666666666663,299448.8736607143,1003325.2696550859,0,49,0.05175294174019118,1.4783819620984704,1.767445263490725,279.11767578125,279.1191711425781,DETECTED,279.1188 m/z @6.33 [QE2_sbs_11_10[2S]n.mzXML],279.1187744140625,6.328183333333333,6.240716666666667,6.453833333333334,0.21311666666666707,268665.2276785714,814846.46349917,0,33,0.04723622688653695,1.1638189756175485,1.2738966654660837,279.1177062988281,279.1189270019531,DETECTED,279.1188 m/z @6.32 [QE2_sbs_11_19[16N]n.mzXML],279.11883544921875,6.322966666666667,6.237766666666667,6.434083333333334,0.19631666666666625,328319.9205357143,1015819.7363374189,0,31,0.04746507112394305,1.1322576452735225,1.1660268237024638,279.1175537109375,279.1189880371094,DETECTED,279.1188 m/z @6.32 [QE2_sbs_11_9[5S]n.mzXML],279.1187744140625,6.3239,6.250216666666666,6.437033333333333,0.18681666666666707,250177.2241071429,812984.7975196899,0,29,0.05001761198358512,1.3136690769666808,1.5021192479423762,279.11767578125,279.1189270019531,
772,276.1026197766501,5.9158333333333335,,,,,2,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,276.1026 m/z @5.91 [QE2_sbs_11_8[9N]n.mzXML],276.1026306152344,5.9145,5.88025,5.996716666666667,0.11646666666666672,299267.8517857143,593333.4940931557,0,18,0.030119633976175564,1.2087015065971605,1.2779345228573646,276.1015625,276.10272216796875,ESTIMATED,276.1026 m/z @5.91 [QE2_sbs_11_10[2S]n.mzXML],276.10261099679127,5.90535,5.871083333333333,5.96015,0.08906666666666663,99011.140625,199204.90066686852,0,14,0.030135564329838438,1.6863728479658477,2.187301280240451,276.1025085449219,276.1026611328125,DETECTED,276.1027 m/z @5.92 [QE2_sbs_11_19[16N]n.mzXML],276.1026611328125,5.921383333333334,5.894316666666667,5.9756833333333335,0.08136666666666681,114391.0950892857,239777.65960963824,0,13,0.033467563522442845,1.2761674919240635,1.5900537536032957,276.1015625,276.10272216796875,ESTIMATED,276.1026 m/z @5.92 [QE2_sbs_11_9[5S]n.mzXML],276.10257636176215,5.9221,5.90155,5.956366666666667,0.054816666666666514,15807.4423828125,23770.8356264649,0,9,0.026504322626800025,1.3337388483373804,1.4316441743262736,276.102294921875,276.1029357910156,
773,293.9824722290039,0.8935266666666667,[M+Na-H] 21.9825 m/z adduct of 271.9999 m/z,[M+Na-H] 21.9825 m/z adduct of 271.9999 m/z,Name: [M+Na-H] 21.9825 m/z adduct of 271.9999 m/z;Identification method: Adduct search,,4,ESTIMATED,293.9825 m/z @0.80 [QE2_sbs_11_1[blank]n.mzXML],293.98253631591797,0.7958,0.7896,0.8019333333333333,0.012333333333333307,1519.0682373046875,562.0552478027332,0,3,0.012333333333333307,0.994623655913979,0.9892473118279581,293.9824562072754,293.9826965332031,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,293.9824 m/z @0.92 [QE2_sbs_11_8[9N]n.mzXML],293.982421875,0.9185833333333334,0.8257333333333333,1.0903833333333333,0.26464999999999994,298733.4116071428,1691591.1322177455,0,48,0.07978322120432801,1.4563188620600114,1.498682453852206,293.98126220703125,293.9828796386719,DETECTED,293.9825 m/z @0.92 [QE2_sbs_11_10[2S]n.mzXML],293.9824676513672,0.9171333333333334,0.8196,1.0919333333333334,0.2723333333333334,429270.40625,2190316.1610601563,0,50,0.06772614301779933,1.237114293297936,0.9835527183227184,293.98126220703125,293.9830627441406,DETECTED,293.9825 m/z @0.92 [QE2_sbs_11_19[16N]n.mzXML],293.9824523925781,0.9212833333333333,0.8293333333333333,1.0874333333333333,0.2581,363407.7901785714,2236577.7671798836,0,48,0.07373857400249795,1.1338278011591543,1.4289420729136328,293.981201171875,293.98284912109375,DETECTED,293.9825 m/z @0.91 [QE2_sbs_11_9[5S]n.mzXML],293.98248291015625,0.9148333333333334,0.81755,1.1057,0.2881499999999999,340812.0120535714,1960622.090827665,0,53,0.0762827452633481,1.4606479788843016,1.6699138236369613,293.9812927246094,293.9827575683594,
774,309.04670333862305,1.2234083333333334,,,,,4,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,309.0467 m/z @1.23 [QE2_sbs_11_8[9N]n.mzXML],309.0467071533203,1.2258666666666669,1.1290833333333334,1.3218833333333333,0.19279999999999986,298680.62366071425,1160870.9425856862,0,36,0.0658207319574391,1.7474446580796839,1.2555024137916424,309.04541015625,309.0470886230469,DETECTED,309.0467 m/z @1.22 [QE2_sbs_11_10[2S]n.mzXML],309.0467224121094,1.2197166666666668,1.1245833333333333,1.32065,0.19606666666666683,526848.1526785714,1891574.6880410726,0,37,0.034242790344868324,1.059472259988151,1.9540040578457025,309.0464172363281,309.047119140625,DETECTED,309.0467 m/z @1.22 [QE2_sbs_11_19[16N]n.mzXML],309.04669189453125,1.2196,1.1146,1.3411666666666666,0.22656666666666658,476641.5924107143,2046505.8519725304,0,43,0.09429656505024275,1.257454812402796,1.908219060835504,309.04534912109375,309.047119140625,DETECTED,309.0467 m/z @1.23 [QE2_sbs_11_9[5S]n.mzXML],309.04669189453125,1.2284499999999998,1.14915,1.32395,0.17480000000000007,433202.9232142857,1549933.8249780403,0,33,0.09371508177859478,1.727740677087327,1.1326535153419113,309.0463562011719,309.0471496582031,
775,419.1197509765625,5.565641666666666,,,,,4,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,419.1197 m/z @5.55 [QE2_sbs_11_8[9N]n.mzXML],419.1197204589844,5.546633333333333,5.521866666666667,5.604233333333334,0.08236666666666714,298269.60937500006,656629.6545701723,0,14,0.0373175658853393,1.2744771960780137,1.4500100838750216,419.1195068359375,419.11993408203125,DETECTED,419.1198 m/z @5.54 [QE2_sbs_11_10[2S]n.mzXML],419.1197509765625,5.540850000000001,5.516733333333334,5.590366666666667,0.07363333333333344,345777.9883928571,799287.2324024023,0,13,0.03832731640277931,1.3905986074500514,1.5467018766688576,419.1192626953125,419.11993408203125,DETECTED,419.1198 m/z @5.58 [QE2_sbs_11_19[16N]n.mzXML],419.1197509765625,5.583783333333333,5.560016666666667,5.644900000000001,0.08488333333333387,315484.6040178572,761868.4021993354,0,15,0.04018104241989917,1.4593819580123462,1.6816430658845973,419.11956787109375,419.120361328125,DETECTED,419.1198 m/z @5.59 [QE2_sbs_11_9[5S]n.mzXML],419.1197814941406,5.5913,5.5619,5.641066666666666,0.07916666666666661,355506.5883928571,771814.8020042537,0,14,0.038748002748048904,1.1444598317935324,1.1482415137256698,419.1194763183594,419.1199035644531,
776,185.00665893554688,2.257476666666667,,,,,4,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,185.0067 m/z @2.08 [QE2_sbs_11_2[blank]n.mzXML],185.00668334960938,2.0794,2.0730333333333335,2.0857666666666668,0.012733333333333263,1813.068603515625,692.592206542965,0,3,0.012733333333333263,1.0,1.0,185.00665283203125,185.00674438476562,DETECTED,185.0066 m/z @2.28 [QE2_sbs_11_8[9N]n.mzXML],185.0066375732422,2.2824166666666668,2.05225,2.3963166666666664,0.3440666666666665,298147.2848214286,1721375.3011698537,0,56,0.08313339654706597,1.2652355050137245,0.4239072056131874,185.0063934326172,185.00723266601562,DETECTED,185.0067 m/z @2.28 [QE2_sbs_11_10[2S]n.mzXML],185.00665283203125,2.284966666666667,2.0258333333333334,2.40205,0.37621666666666664,564423.3446428571,3169482.7309477343,0,63,0.08165337197386302,0.7862212746281257,1.2709366364919295,185.00640869140625,185.00730895996094,DETECTED,185.0067 m/z @2.32 [QE2_sbs_11_19[16N]n.mzXML],185.0066680908203,2.3165666666666667,2.09655,2.432933333333333,0.33638333333333303,433145.9839285714,2442241.2006942485,0,57,0.08390091964852875,0.7983920118064444,1.4812914905523815,185.00645446777344,185.0067596435547,DETECTED,185.0067 m/z @2.32 [QE2_sbs_11_9[5S]n.mzXML],185.00665283203125,2.3240333333333334,2.100616666666667,2.4424,0.34178333333333333,493070.66875,2690583.5959910406,0,57,0.08134337272391035,0.8278265032397648,1.5801821494627828,185.0065155029297,185.00723266601562,
777,162.02274237738717,0.9880944444444445,,,,,4,ESTIMATED,162.0219 m/z @0.95 [QE2_sbs_11_1[blank]n.mzXML],162.02193959554037,0.9499833333333334,0.9438333333333334,0.9561333333333334,0.012299999999999978,2267.02392578125,836.5318286132797,0,3,0.012299999999999978,1.0,1.0,162.01951599121094,162.02315139770508,ESTIMATED,162.0219 m/z @0.99 [QE2_sbs_11_2[blank]n.mzXML],162.02190907796225,0.9909166666666667,0.9845333333333334,0.9972666666666666,0.012733333333333263,2166.673095703125,827.6691225585892,0,3,0.012733333333333263,0.9973890339425591,0.994778067885118,162.01942443847656,162.02315139770508,DETECTED,162.0232 m/z @1.00 [QE2_sbs_11_8[9N]n.mzXML],162.0232391357422,0.9969166666666667,0.85765,1.0959833333333333,0.23833333333333329,298135.18973214284,1352772.7580244069,0,43,0.05949380245393221,1.2294625182014556,0.771897572016987,162.0227508544922,162.0233154296875,DETECTED,162.0233 m/z @0.99 [QE2_sbs_11_10[2S]n.mzXML],162.0232696533203,0.99485,0.8674333333333333,1.0974,0.22996666666666665,396311.9357142857,1661842.5007474185,0,42,0.056732029117450344,1.100873069745042,2.439785992691797,162.02281188964844,162.02334594726562,DETECTED,162.0228 m/z @1.00 [QE2_sbs_11_19[16N]n.mzXML],162.02284240722656,0.99795,0.9486166666666667,1.0929166666666668,0.1443000000000001,467608.8669642857,1675375.5875508096,0,27,0.04704698802265539,1.585560770421633,2.3593419952926356,162.02264404296875,162.02334594726562,DETECTED,162.0233 m/z @1.00 [QE2_sbs_11_9[5S]n.mzXML],162.02325439453125,0.99795,0.9036333333333334,1.1057,0.2020666666666665,509545.3035714285,1873870.791301828,0,37,0.05101089602972453,1.860754998807681,2.7556457379580936,162.02279663085938,162.02333068847656,
778,161.04568583170573,0.7394833333333334,,,,,4,ESTIMATED,161.0456 m/z @0.68 [QE2_sbs_11_1[blank]n.mzXML],161.04561462402344,0.6786666666666666,0.6601166666666667,0.6848333333333334,0.02471666666666672,10680.7578125,12625.516247070358,0,5,0.17972225077174775,0.6662174303683768,0.3324348607367536,161.04541015625,161.04592895507812,ESTIMATED,161.0456 m/z @0.74 [QE2_sbs_11_2[blank]n.mzXML],161.04559326171875,0.7426166666666667,0.7174666666666667,0.7552666666666668,0.037800000000000056,13727.4306640625,19535.49858618168,0,7,0.024518277898385343,0.7514910536779333,0.5029821073558667,161.04531860351562,161.0458221435547,DETECTED,161.0457 m/z @0.76 [QE2_sbs_11_8[9N]n.mzXML],161.0457305908203,0.7619,0.7342166666666666,1.0083166666666667,0.2741000000000001,296816.79598214285,2040679.2086084539,0,51,0.14635638353099145,4.950632149307637,8.918920433453758,161.04527282714844,161.04588317871094,DETECTED,161.0457 m/z @0.76 [QE2_sbs_11_10[2S]n.mzXML],161.04574584960938,0.7557333333333334,0.7280666666666666,1.0402166666666666,0.3121499999999999,249372.03392857144,1959892.0705464843,0,58,0.05132346504001972,5.64126506024095,10.960124791608038,161.0450897216797,161.04591369628906,DETECTED,161.0457 m/z @0.75 [QE2_sbs_11_19[16N]n.mzXML],161.0457000732422,0.7497333333333334,0.7277666666666666,1.0423833333333332,0.31461666666666666,616495.6008928572,3836545.367184543,0,59,0.04281660830012157,7.102332993372632,10.593270452126475,161.045166015625,161.0458984375,DETECTED,161.0457 m/z @0.75 [QE2_sbs_11_9[5S]n.mzXML],161.0457305908203,0.7482500000000001,0.7261666666666666,1.0317166666666666,0.30555,540226.1241071429,3695812.5569594386,0,57,0.07338162250449609,7.2210284567098855,11.76636070258946,161.04530334472656,161.04592895507812,
779,276.12767028808594,7.307966666666667,,,,,4,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,276.1277 m/z @7.14 [QE2_sbs_11_8[9N]n.mzXML],276.127685546875,7.140266666666666,7.0512,7.740883333333333,0.689683333333333,295874.11339285714,2278010.8205780457,0,102,0.27536004976313233,2.6583793442240737,2.380191864094312,276.1265869140625,276.1283874511719,DETECTED,276.1277 m/z @7.37 [QE2_sbs_11_10[2S]n.mzXML],276.1276550292969,7.373900000000001,7.032016666666666,7.870333333333334,0.8383166666666675,356995.49375,3398690.6659920695,0,124,0.06582763920280676,0.761864414685688,0.30762624590065674,276.1265563964844,276.1280517578125,DETECTED,276.1277 m/z @7.36 [QE2_sbs_11_19[16N]n.mzXML],276.127685546875,7.36095,7.025133333333333,7.872683333333333,0.84755,491825.8544642857,4919710.722799267,0,128,0.0691654226200793,0.6841000383954167,0.5427229812659575,276.1265563964844,276.1281433105469,DETECTED,276.1277 m/z @7.36 [QE2_sbs_11_9[5S]n.mzXML],276.1276550292969,7.35675,7.021249999999999,7.932883333333334,0.9116333333333344,743621.5339285715,6128102.973206013,0,135,0.2750926790966517,0.6707304177771313,0.7515972462914741,276.12738037109375,276.12811279296875,
780,258.04144287109375,6.2446375,,,,,4,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,258.0414 m/z @6.24 [QE2_sbs_11_8[9N]n.mzXML],258.04144287109375,6.243250000000001,6.195383333333334,6.324266666666667,0.12888333333333346,295664.91607142857,914752.8717526159,0,20,0.04962408994408829,1.1901952083049334,1.2308394405821947,258.0413818359375,258.04241943359375,DETECTED,258.0414 m/z @6.24 [QE2_sbs_11_10[2S]n.mzXML],258.04144287109375,6.240716666666667,6.19305,6.328183333333333,0.13513333333333222,308567.90625,928668.8749234464,0,21,0.04758789247583195,1.1750235985011892,1.2358729817534269,258.0413513183594,258.04241943359375,DETECTED,258.0415 m/z @6.24 [QE2_sbs_11_19[16N]n.mzXML],258.0414733886719,6.244366666666666,6.197983333333334,6.31665,0.11866666666666603,358787.02857142856,1087705.4540931091,0,19,0.048610481976444575,1.183518022924709,1.3667442257736524,258.0413818359375,258.0425109863281,DETECTED,258.0414 m/z @6.25 [QE2_sbs_11_9[5S]n.mzXML],258.0414123535156,6.250216666666666,6.209766666666667,6.311016666666666,0.1012499999999994,341046.45535714284,975473.4303537393,0,16,0.046031282687336805,1.1612060945869107,1.3115403701179336,258.0413513183594,258.0423889160156,
