row ID,row m/z,row retention time,row identity (main ID),row identity (all IDs),row identity (main ID + details),row comment,row number of detected peaks,global_positive_Batch1_C32.mzXML Peak status,global_positive_Batch1_C32.mzXML Peak name,global_positive_Batch1_C32.mzXML Peak m/z,global_positive_Batch1_C32.mzXML Peak RT,global_positive_Batch1_C32.mzXML Peak RT start,global_positive_Batch1_C32.mzXML Peak RT end,global_positive_Batch1_C32.mzXML Peak duration time,global_positive_Batch1_C32.mzXML Peak height,global_positive_Batch1_C32.mzXML Peak area,global_positive_Batch1_C32.mzXML Peak charge,global_positive_Batch1_C32.mzXML Peak # data points,global_positive_Batch1_C32.mzXML Peak FWHM,global_positive_Batch1_C32.mzXML Peak tailing factor,global_positive_Batch1_C32.mzXML Peak asymmetry factor,global_positive_Batch1_C32.mzXML Peak m/z min,global_positive_Batch1_C32.mzXML Peak m/z max,global_positive_Batch1_C31.mzXML Peak status,global_positive_Batch1_C31.mzXML Peak name,global_positive_Batch1_C31.mzXML Peak m/z,global_positive_Batch1_C31.mzXML Peak RT,global_positive_Batch1_C31.mzXML Peak RT start,global_positive_Batch1_C31.mzXML Peak RT end,global_positive_Batch1_C31.mzXML Peak duration time,global_positive_Batch1_C31.mzXML Peak height,global_positive_Batch1_C31.mzXML Peak area,global_positive_Batch1_C31.mzXML Peak charge,global_positive_Batch1_C31.mzXML Peak # data points,global_positive_Batch1_C31.mzXML Peak FWHM,global_positive_Batch1_C31.mzXML Peak tailing factor,global_positive_Batch1_C31.mzXML Peak asymmetry factor,global_positive_Batch1_C31.mzXML Peak m/z min,global_positive_Batch1_C31.mzXML Peak m/z max,global_positive_Batch1_A2.mzXML Peak status,global_positive_Batch1_A2.mzXML Peak name,global_positive_Batch1_A2.mzXML Peak m/z,global_positive_Batch1_A2.mzXML Peak RT,global_positive_Batch1_A2.mzXML Peak RT start,global_positive_Batch1_A2.mzXML Peak RT end,global_positive_Batch1_A2.mzXML Peak duration time,global_positive_Batch1_A2.mzXML Peak height,global_positive_Batch1_A2.mzXML Peak area,global_positive_Batch1_A2.mzXML Peak charge,global_positive_Batch1_A2.mzXML Peak # data points,global_positive_Batch1_A2.mzXML Peak FWHM,global_positive_Batch1_A2.mzXML Peak tailing factor,global_positive_Batch1_A2.mzXML Peak asymmetry factor,global_positive_Batch1_A2.mzXML Peak m/z min,global_positive_Batch1_A2.mzXML Peak m/z max,global_positive_Batch1_A1.mzXML Peak status,global_positive_Batch1_A1.mzXML Peak name,global_positive_Batch1_A1.mzXML Peak m/z,global_positive_Batch1_A1.mzXML Peak RT,global_positive_Batch1_A1.mzXML Peak RT start,global_positive_Batch1_A1.mzXML Peak RT end,global_positive_Batch1_A1.mzXML Peak duration time,global_positive_Batch1_A1.mzXML Peak height,global_positive_Batch1_A1.mzXML Peak area,global_positive_Batch1_A1.mzXML Peak charge,global_positive_Batch1_A1.mzXML Peak # data points,global_positive_Batch1_A1.mzXML Peak FWHM,global_positive_Batch1_A1.mzXML Peak tailing factor,global_positive_Batch1_A1.mzXML Peak asymmetry factor,global_positive_Batch1_A1.mzXML Peak m/z min,global_positive_Batch1_A1.mzXML Peak m/z max,global_positive_Batch2_QC10.mzXML Peak status,global_positive_Batch2_QC10.mzXML Peak name,global_positive_Batch2_QC10.mzXML Peak m/z,global_positive_Batch2_QC10.mzXML Peak RT,global_positive_Batch2_QC10.mzXML Peak RT start,global_positive_Batch2_QC10.mzXML Peak RT end,global_positive_Batch2_QC10.mzXML Peak duration time,global_positive_Batch2_QC10.mzXML Peak height,global_positive_Batch2_QC10.mzXML Peak area,global_positive_Batch2_QC10.mzXML Peak charge,global_positive_Batch2_QC10.mzXML Peak # data points,global_positive_Batch2_QC10.mzXML Peak FWHM,global_positive_Batch2_QC10.mzXML Peak tailing factor,global_positive_Batch2_QC10.mzXML Peak asymmetry factor,global_positive_Batch2_QC10.mzXML Peak m/z min,global_positive_Batch2_QC10.mzXML Peak m/z max,global_positive_Batch2_QC11.mzXML Peak status,global_positive_Batch2_QC11.mzXML Peak name,global_positive_Batch2_QC11.mzXML Peak m/z,global_positive_Batch2_QC11.mzXML Peak RT,global_positive_Batch2_QC11.mzXML Peak RT start,global_positive_Batch2_QC11.mzXML Peak RT end,global_positive_Batch2_QC11.mzXML Peak duration time,global_positive_Batch2_QC11.mzXML Peak height,global_positive_Batch2_QC11.mzXML Peak area,global_positive_Batch2_QC11.mzXML Peak charge,global_positive_Batch2_QC11.mzXML Peak # data points,global_positive_Batch2_QC11.mzXML Peak FWHM,global_positive_Batch2_QC11.mzXML Peak tailing factor,global_positive_Batch2_QC11.mzXML Peak asymmetry factor,global_positive_Batch2_QC11.mzXML Peak m/z min,global_positive_Batch2_QC11.mzXML Peak m/z max
17,261.0867805,1.840333333,nan,,,,4,DETECTED,261.0869 m/z @1.85 [global_positive_Batch1_C32.mzXML],261.0869141,1.848883333,1.762816667,1.959083333,0.196266667,4656031.479,24115599.62,1,15,0.079646326,1.194122868,1.199094017,261.0866089,261.0874939,DETECTED,261.0869 m/z @1.87 [global_positive_Batch1_C31.mzXML],261.086853,1.8747,1.788716667,1.9849,0.196183333,4147987.379,20872636.98,1,15,0.082774175,1.089518094,0.971141785,261.0866089,261.0875244,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,261.0867 m/z @1.82 [global_positive_Batch2_QC10.mzXML],261.0866547,1.8173,1.609316667,1.91505,0.305733333,1777902.486,10531428.04,1,22,0.082486077,0.869265892,1.100077517,261.0862427,261.0878601,DETECTED,261.0867 m/z @1.82 [global_positive_Batch2_QC11.mzXML],261.0867004,1.82045,1.6271,1.918033333,0.290933333,1916689.682,11163952.71,1,21,0.084538349,0.887791293,1.153671966,261.0863342,261.0870972
18,130.9646212,1.568747222,nan,,,,6,DETECTED,130.9647 m/z @1.56 [global_positive_Batch1_C32.mzXML],130.9646988,1.555233333,1.460866667,1.86265,0.401783333,4303241.264,36892971.46,1,28,0.125422656,1.609318286,2.290486126,130.9644928,130.96492,DETECTED,130.9647 m/z @1.60 [global_positive_Batch1_C31.mzXML],130.9646912,1.596216667,1.48675,1.888333333,0.401583333,3995591.993,35174886.84,1,28,0.137403008,1.389676996,1.827657693,130.9645233,130.9649048,DETECTED,130.9646 m/z @1.59 [global_positive_Batch1_A2.mzXML],130.9646149,1.594083333,1.501016667,1.83025,0.329233333,5885122.957,45952521.78,0,23,0.115085749,1.468398517,1.999355661,130.964447,130.9649658,DETECTED,130.9647 m/z @1.60 [global_positive_Batch1_A1.mzXML],130.9646606,1.595066667,1.503366667,1.83255,0.329183333,5836632.7,48728230.49,1,23,0.12693253,1.511290335,1.702601124,130.9644623,130.9649353,DETECTED,130.9645 m/z @1.53 [global_positive_Batch2_QC10.mzXML],130.9645233,1.534583333,1.422033333,1.886916667,0.464883333,2336568.021,24903179.07,0,32,0.173133114,1.613507042,2.151197071,130.9642944,130.9647369,DETECTED,130.9645 m/z @1.54 [global_positive_Batch2_QC11.mzXML],130.9645386,1.5373,1.425633333,1.82045,0.394816667,2431601.861,24531018.9,0,27,0.162087856,1.662173582,2.144295057,130.9643402,130.9646912
19,146.0598348,8.854622222,nan,,,,2,DETECTED,146.0598 m/z @8.87 [global_positive_Batch1_C32.mzXML],146.0598297,8.867733333,8.777766667,9.2741,0.496333333,4159856.657,23731269.59,1,32,0.087375806,1.052622446,1.101941002,146.0595856,146.0599213,DETECTED,146.0598 m/z @8.82 [global_positive_Batch1_C31.mzXML],146.0597534,8.818633333,8.728116667,9.266383333,0.538266667,5330880.743,29402754.18,1,35,0.083703894,1.16859801,1.24063934,146.0594788,146.0598602,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,146.0599 m/z @8.88 [global_positive_Batch1_A1.mzXML],146.0599213,8.8775,8.8604,8.894516667,0.034116667,2505.82373,4499.275761,0,3,0.034116667,0.997563353,0.995126706,146.059845,146.059967,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,144.0805022,8.825854167,nan,,,,3,DETECTED,144.0806 m/z @8.87 [global_positive_Batch1_C32.mzXML],144.0805817,8.867733333,8.777766667,9.257033333,0.479266667,3747409.371,21279735.93,1,31,0.086703796,1.053208062,1.098249454,144.0803986,144.0806732,DETECTED,144.0805 m/z @8.82 [global_positive_Batch1_C31.mzXML],144.0805359,8.818633333,8.728116667,9.481266667,0.75315,5034293.714,27546859.45,1,48,0.082410175,1.16578897,1.234811025,144.0802917,144.0807953,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,144.0806 m/z @8.83 [global_positive_Batch1_A1.mzXML],144.0805766,8.826166667,8.809216667,8.894516667,0.0853,2897.728271,12552.49703,0,6,0.052208698,2.516224189,4.032448378,144.0804443,144.0806732,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,144.0803 m/z @8.79 [global_positive_Batch2_QC11.mzXML],144.0803146,8.790883333,8.698366667,9.144166667,0.4458,2847747.2,25386961.21,1,30,0.138017306,1.934761402,2.669319876,144.0801849,144.0804749
21,496.3382085,12.34626667,nan,,,,6,DETECTED,496.3387 m/z @12.35 [global_positive_Batch1_C32.mzXML],496.3387146,12.35413333,12.18566667,12.87376667,0.6881,3715313.45,34426611.05,1,46,0.139645745,1.270188774,2.257109467,496.3373413,496.3392944,DETECTED,496.3386 m/z @12.34 [global_positive_Batch1_C31.mzXML],496.3385773,12.33826667,12.17285,12.81935,0.6465,4543237.629,44302494.98,1,44,0.162092005,1.198224782,1.515576305,496.3372498,496.3394165,DETECTED,496.3381 m/z @12.38 [global_positive_Batch1_A2.mzXML],496.3381042,12.38043333,12.22256667,13.09356667,0.871,17231024.94,170581992.4,1,61,0.151784807,1.244892503,1.333656019,496.3371277,496.3386841,DETECTED,496.3383 m/z @12.40 [global_positive_Batch1_A1.mzXML],496.3382874,12.40296667,12.22846667,13.09053333,0.862066667,8203276.314,72209974.37,1,60,0.136328958,1.163603494,1.305826204,496.3371887,496.3389587,DETECTED,496.3379 m/z @12.31 [global_positive_Batch2_QC10.mzXML],496.3379211,12.3072,12.12,12.90313333,0.783133333,2623836.107,31733895.57,1,51,0.180206848,1.258423513,2.437850433,496.3370667,496.3387451,DETECTED,496.3376 m/z @12.29 [global_positive_Batch2_QC11.mzXML],496.3376465,12.2946,12.10495,12.76295,0.658,2399629.993,28794858.65,1,43,0.183513913,1.304948744,1.596012116,496.3371582,496.3386841
23,114.0657533,1.934455556,nan,,,,6,DETECTED,114.0658 m/z @1.92 [global_positive_Batch1_C32.mzXML],114.0658493,1.917966667,1.890316667,2.083466667,0.19315,3436018.487,11830582.95,1,15,0.051696406,3.183383938,2.25627864,114.065712,114.0658951,DETECTED,114.0659 m/z @1.94 [global_positive_Batch1_C31.mzXML],114.0658684,1.9432,1.9024,2.109966667,0.207566667,2110451.75,7897856.394,0,16,0.054254097,2.389135377,1.333021546,114.0656586,114.065918,DETECTED,114.0658 m/z @1.95 [global_positive_Batch1_A2.mzXML],114.0658112,1.95395,1.913016667,2.061983333,0.148966667,3019557.53,8990256.692,1,12,0.044087349,1.436005987,1.008252035,114.065712,114.0659027,DETECTED,114.0658 m/z @1.97 [global_positive_Batch1_A1.mzXML],114.0658264,1.972383333,1.9306,2.079966667,0.149366667,3171168.591,9459447.857,1,12,0.044061084,2.418705542,1.337608304,114.0656738,114.0659637,DETECTED,114.0656 m/z @1.90 [global_positive_Batch2_QC10.mzXML],114.0655594,1.9012,1.85915,1.998566667,0.139416667,2579638.889,11146975.6,0,11,0.065188035,1.657748712,2.579670796,114.0654984,114.0656662,DETECTED,114.0656 m/z @1.92 [global_positive_Batch2_QC11.mzXML],114.0656052,1.918033333,1.86265,2.001,0.13835,2534507.475,11038120.36,1,11,0.066633159,1.249021968,1.498043936,114.0655365,114.0657806
24,132.0761859,1.959716667,nan,,,,6,DETECTED,132.0763 m/z @1.95 [global_positive_Batch1_C32.mzXML],132.0762939,1.945383333,1.917966667,2.438383333,0.520416667,3100520.272,10997889.26,1,39,0.044600758,2.757152996,1.949931398,132.0761871,132.0763855,DETECTED,132.0762 m/z @1.97 [global_positive_Batch1_C31.mzXML],132.0762329,1.97115,1.92955,2.345233333,0.415683333,4277208.211,16671709.49,0,31,0.046344759,2.816537362,1.257316392,132.0761566,132.0763245,DETECTED,132.0763 m/z @1.98 [global_positive_Batch1_A2.mzXML],132.0762634,1.981433333,1.9403,2.5966,0.6563,2194763.636,8699258.854,0,49,0.042986134,2.465128953,1.231568066,132.0761414,132.0765076,DETECTED,132.0763 m/z @1.99 [global_positive_Batch1_A1.mzXML],132.0762787,1.9858,1.9582,2.8095,0.8513,3385099.348,15721383.93,0,62,0.049615469,4.971588409,2.890392823,132.0761108,132.0766296,DETECTED,132.0760 m/z @1.93 [global_positive_Batch2_QC10.mzXML],132.076004,1.9288,1.85915,1.998566667,0.139416667,3208888.954,11067848.1,1,11,0.053364039,1.295591056,1.412414144,132.0758667,132.0762024,DETECTED,132.0760 m/z @1.95 [global_positive_Batch2_QC11.mzXML],132.0760422,1.945733333,1.86265,2.01495,0.1523,3292381.532,11598118.97,1,12,0.053245546,1.164421335,1.399848646,132.0759583,132.0761719
25,101.0079365,1.56875,nan,,,,6,DETECTED,101.0080 m/z @1.57 [global_positive_Batch1_C32.mzXML],101.0079842,1.570166667,1.460866667,1.86265,0.401783333,2937254.7,24988029.02,0,28,0.12929942,1.315181511,1.66907409,101.0078888,101.0081711,DETECTED,101.0080 m/z @1.60 [global_positive_Batch1_C31.mzXML],101.007988,1.596216667,1.48675,1.860916667,0.374166667,2511757.368,21889215.09,0,26,0.134946206,1.318329266,1.684048753,101.0078964,101.0081711,DETECTED,101.0080 m/z @1.59 [global_positive_Batch1_A2.mzXML],101.0079727,1.594083333,1.501016667,1.857583333,0.356566667,2366368.182,18446868.98,0,25,0.115602018,1.378573422,1.77822079,101.0078735,101.0082169,DETECTED,101.0079 m/z @1.60 [global_positive_Batch1_A1.mzXML],101.0079422,1.595066667,1.503366667,1.874533333,0.371166667,2406240.989,19591301.17,0,26,0.122376738,1.396964291,1.582162559,101.0078735,101.0081787,DETECTED,101.0079 m/z @1.53 [global_positive_Batch2_QC10.mzXML],101.0078506,1.534583333,1.422033333,1.8173,0.395266667,1747719.707,17826899.67,0,27,0.162003581,1.494634162,1.710489443,101.0077209,101.0080261,DETECTED,101.0079 m/z @1.52 [global_positive_Batch2_QC11.mzXML],101.0078812,1.522383333,1.425633333,1.82045,0.394816667,1672186.5,16703565.57,0,27,0.157653691,1.72214369,2.16908094,101.0077591,101.0079956
27,226.9505997,1.715113889,nan,,,,6,DETECTED,226.9507 m/z @1.72 [global_positive_Batch1_C32.mzXML],226.9507446,1.7185,1.614283333,1.8766,0.262316667,2690339.477,13465765.52,0,19,0.07217762,1.171214369,0.689611164,226.95047,226.9512024,DETECTED,226.9508 m/z @1.74 [global_positive_Batch1_C31.mzXML],226.9507751,1.744516667,1.64025,1.9024,0.26215,2684633,13452344.09,0,19,0.073977148,1.079396195,0.665628918,226.9505463,226.9512482,DETECTED,226.9506 m/z @1.73 [global_positive_Batch1_A2.mzXML],226.950592,1.727816667,1.638366667,1.786966667,0.1486,2458722.298,10658810.71,0,11,0.068217748,0.880938417,0.683772673,226.9504395,226.9511719,DETECTED,226.9507 m/z @1.73 [global_positive_Batch1_A1.mzXML],226.9506836,1.7279,1.63895,1.787183333,0.148233333,2416120.198,10533504.75,0,11,0.069215629,0.882549998,0.65178058,226.9504547,226.9513245,DETECTED,226.9504 m/z @1.68 [global_positive_Batch2_QC10.mzXML],226.9503632,1.684916667,1.56425,1.886916667,0.322666667,2061437.575,12343406.53,0,23,0.083770359,1.130769386,0.965603096,226.950119,226.9509277,DETECTED,226.9504 m/z @1.69 [global_positive_Batch2_QC11.mzXML],226.9504395,1.687033333,1.55205,1.93195,0.3799,2016979.411,12421856.06,0,27,0.08807025,1.141325514,1.102693916,226.9499359,226.951416
28,214.9169299,1.590825,nan,,,,6,DETECTED,214.9170 m/z @1.58 [global_positive_Batch1_C32.mzXML],214.917038,1.584883333,1.4788,1.8076,0.3288,2688800.186,21538564.36,0,23,0.128297431,1.108085004,1.02462136,214.9164276,214.9175568,DETECTED,214.9170 m/z @1.61 [global_positive_Batch1_C31.mzXML],214.9170227,1.610883333,1.504683333,1.8038,0.299116667,2725143.886,20682332.75,0,21,0.122433857,1.102429591,1.145200709,214.9168854,214.9175568,DETECTED,214.9170 m/z @1.62 [global_positive_Batch1_A2.mzXML],214.9169922,1.623333333,1.517983333,1.801866667,0.283883333,2742218.482,18579079.85,0,20,0.110585619,0.986206593,0.805910123,214.9166412,214.9174957,DETECTED,214.9170 m/z @1.62 [global_positive_Batch1_A1.mzXML],214.9170227,1.6243,1.503366667,1.81735,0.313983333,2844576.329,20310655.93,0,22,0.115981228,0.984244844,0.843806613,214.9162292,214.9176178,DETECTED,214.9167 m/z @1.55 [global_positive_Batch2_QC10.mzXML],214.916748,1.5495,1.440983333,1.78915,0.348166667,1858829.486,13163838.48,0,24,0.109883256,1.175051346,1.287116959,214.9163361,214.9172516,DETECTED,214.9168 m/z @1.55 [global_positive_Batch2_QC11.mzXML],214.9167557,1.55205,1.444616667,1.791666667,0.34705,1812918.532,12902668.09,0,24,0.115287056,1.169902939,1.277370475,214.9164734,214.9171906
29,104.1065013,1.867344444,nan,,,,6,DETECTED,104.1066 m/z @1.86 [global_positive_Batch1_C32.mzXML],104.1065674,1.86265,1.777916667,1.959083333,0.181166667,2290244.654,8339728.09,1,14,0.053871572,1.237299176,1.509331951,104.1064987,104.1067581,DETECTED,104.1066 m/z @1.89 [global_positive_Batch1_C31.mzXML],104.106575,1.888333333,1.8038,1.9849,0.1811,2329867.413,8802960.504,1,14,0.056430501,1.137208153,1.187649006,104.1064835,104.1067505,DETECTED,104.1065 m/z @1.87 [global_positive_Batch1_A2.mzXML],104.106514,1.871283333,1.786966667,1.96795,0.180983333,4182020.804,16328735.34,1,14,0.059385158,1.290050411,1.697138594,104.1064529,104.1067581,DETECTED,104.1065 m/z @1.89 [global_positive_Batch1_A1.mzXML],104.1065063,1.88825,1.83255,1.972383333,0.139833333,3504402.907,13439764.09,1,11,0.059522703,1.162046139,1.516066149,104.1064301,104.106781,DETECTED,104.1064 m/z @1.85 [global_positive_Batch2_QC10.mzXML],104.1063995,1.845033333,1.6399,1.943066667,0.303166667,2250606.311,10879675.23,1,22,0.063356219,0.961989574,1.223075662,104.1063156,104.1065445,DETECTED,104.1064 m/z @1.85 [global_positive_Batch2_QC11.mzXML],104.1064453,1.848516667,1.65715,1.959466667,0.302316667,2208981.243,10418423.25,1,22,0.06405224,1.06592884,1.297984841,104.1063614,104.1065674
31,283.0687752,1.8368875,nan,,,,4,DETECTED,283.0690 m/z @1.85 [global_positive_Batch1_C32.mzXML],283.0690002,1.848883333,1.73315,1.959083333,0.225933333,2010416.9,9381346.885,1,17,0.065971172,1.057873628,1.119535008,283.068512,283.0694885,DETECTED,283.0690 m/z @1.86 [global_positive_Batch1_C31.mzXML],283.0690308,1.860916667,1.744516667,1.9849,0.240383333,1700041.118,8125591.354,1,18,0.066177986,1.137292981,1.351432031,283.068512,283.069458,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,283.0685 m/z @1.82 [global_positive_Batch2_QC10.mzXML],283.0684967,1.8173,1.6399,1.886916667,0.247016667,630293.075,3655277.056,0,18,0.080271324,0.759254508,0.558257941,283.0682678,283.0688171,DETECTED,283.0686 m/z @1.82 [global_positive_Batch2_QC11.mzXML],283.068573,1.82045,1.64215,1.9043,0.26215,702757.4866,3723989.987,0,19,0.073539249,0.827383117,1.226589032,283.0683899,283.0690308
32,239.1051102,1.86815,nan,,,,4,DETECTED,239.1053 m/z @1.88 [global_positive_Batch1_C32.mzXML],239.1052856,1.8766,1.821766667,2.09735,0.275583333,1990573.563,11770898.89,1,21,0.059741785,2.512917933,32.24287661,239.105011,239.1054688,DETECTED,239.1053 m/z @1.89 [global_positive_Batch1_C31.mzXML],239.1052704,1.888333333,1.84735,2.040116667,0.192766667,1657720.489,8753029.705,1,15,0.062068373,2.351769012,3.703538024,239.1050415,239.1054535,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,239.1049 m/z @1.86 [global_positive_Batch2_QC10.mzXML],239.1049042,1.85915,1.684916667,2.446966667,0.76205,573320.8893,11372097,0,55,0.164862836,2.630170915,5.457313139,239.10466,239.105484,DETECTED,239.1050 m/z @1.85 [global_positive_Batch2_QC11.mzXML],239.1049805,1.848516667,1.762016667,2.422383333,0.660366667,660797.733,11795151.76,0,48,0.208562195,4.206937426,7.695243598,239.1048126,239.1054382
33,133.0340118,1.566311111,nan,,,,6,DETECTED,133.0341 m/z @1.57 [global_positive_Batch1_C32.mzXML],133.0340729,1.570166667,1.460866667,1.762816667,0.30195,1904259.114,15973724.74,0,21,0.132067176,1.317699448,1.695645024,133.0339508,133.0343018,DETECTED,133.0341 m/z @1.60 [global_positive_Batch1_C31.mzXML],133.0340729,1.596216667,1.504683333,1.77385,0.269166667,1467296.575,12396552.07,0,19,0.139483305,1.448638641,1.742335451,133.0339661,133.0342102,DETECTED,133.0341 m/z @1.59 [global_positive_Batch1_A2.mzXML],133.0340576,1.594083333,1.501016667,1.742583333,0.241566667,1371165.168,10449567.04,0,17,0.11871458,1.297815186,1.796831097,133.0339508,133.0343475,DETECTED,133.0341 m/z @1.58 [global_positive_Batch1_A1.mzXML],133.0340881,1.580433333,1.503366667,1.757433333,0.254066667,1513193.354,12404162.77,0,18,0.131803904,1.629372551,2.099640028,133.0339661,133.0342712,DETECTED,133.0339 m/z @1.53 [global_positive_Batch2_QC10.mzXML],133.0338745,1.534583333,1.422033333,1.759516667,0.337483333,1038576,10353804.8,0,23,0.161611154,1.509594901,1.729083824,133.0337372,133.0341187,DETECTED,133.0339 m/z @1.52 [global_positive_Batch2_QC11.mzXML],133.033905,1.522383333,1.425633333,1.731733333,0.3061,893893.6214,8449008.424,0,21,0.144177102,1.581912145,2.022664556,133.0337982,133.0340729
34,158.9633077,1.715113889,nan,,,,6,DETECTED,158.9634 m/z @1.72 [global_positive_Batch1_C32.mzXML],158.9633789,1.7185,1.5996,1.890316667,0.290716667,1817386.718,11470654.79,0,21,0.082807149,1.252343553,1.514100753,158.9632111,158.9641418,DETECTED,158.9634 m/z @1.74 [global_positive_Batch1_C31.mzXML],158.9633865,1.744516667,1.64025,1.91605,0.2758,1841719.923,11487984.85,0,20,0.087004516,1.186299848,1.405136864,158.9632263,158.9638062,DETECTED,158.9633 m/z @1.73 [global_positive_Batch1_A2.mzXML],158.9633102,1.727816667,1.638366667,1.913016667,0.27465,1805252.921,12449722.01,0,20,0.141845332,1.373315597,1.918341075,158.96315,158.9637604,DETECTED,158.9633 m/z @1.73 [global_positive_Batch1_A1.mzXML],158.9633179,1.7279,1.63895,1.787183333,0.148233333,1825877.457,9051724.486,0,11,0.080279216,0.833239648,0.773476416,158.9631958,158.963913,DETECTED,158.9632 m/z @1.68 [global_positive_Batch2_QC10.mzXML],158.9631958,1.684916667,1.56425,1.9288,0.36455,1423207.132,10923169.85,0,26,0.102913032,1.250329528,1.450626975,158.9629669,158.963623,DETECTED,158.9633 m/z @1.69 [global_positive_Batch2_QC11.mzXML],158.9632568,1.687033333,1.566916667,1.945733333,0.378816667,1392347.282,10927245.05,0,27,0.107561214,1.183808766,1.443609292,158.9630127,158.9636841
35,90.97612699,1.720072222,nan,,,,6,DETECTED,90.9762 m/z @1.72 [global_positive_Batch1_C32.mzXML],90.97618103,1.7185,1.5996,1.917966667,0.318366667,1728207.154,13572635.88,0,23,0.110418472,1.282703796,1.642631277,90.97608948,90.97647095,DETECTED,90.9762 m/z @1.74 [global_positive_Batch1_C31.mzXML],90.97618103,1.744516667,1.625583333,1.92955,0.303966667,1752904.504,13515735.94,0,22,0.108400312,1.251110634,1.552229918,90.97607422,90.97641754,DETECTED,90.9761 m/z @1.73 [global_positive_Batch1_A2.mzXML],90.97613525,1.727816667,1.638366667,1.9403,0.301933333,1837359.925,15303110.15,0,22,0.16318533,1.428900911,2.010342245,90.97605896,90.97646332,DETECTED,90.9761 m/z @1.73 [global_positive_Batch1_A1.mzXML],90.97610474,1.7279,1.63895,1.902583333,0.263633333,1846521.786,15976971.72,0,19,0.1105047,1.481918681,2.06133368,90.97605133,90.97647858,DETECTED,90.9761 m/z @1.70 [global_positive_Batch2_QC10.mzXML],90.97608948,1.69975,1.5495,1.9288,0.3793,1378502.077,12854949.54,0,27,0.1442164,1.13946177,1.267953387,90.97594452,90.97632599,DETECTED,90.9761 m/z @1.70 [global_positive_Batch2_QC11.mzXML],90.9760704,1.70195,1.55205,1.890066667,0.338016667,1341282.223,12694122.73,0,24,0.165215646,1.109375826,1.253581218,90.97598267,90.97639465
36,162.9906985,1.566308333,nan,,,,6,DETECTED,162.9908 m/z @1.56 [global_positive_Batch1_C32.mzXML],162.9907684,1.555233333,1.460866667,1.8766,0.415733333,1703054.211,14250289.24,0,29,0.129157343,1.535313246,2.222805891,162.9906616,162.9912415,DETECTED,162.9908 m/z @1.60 [global_positive_Batch1_C31.mzXML],162.9907761,1.596216667,1.48675,1.888333333,0.401583333,1394545.438,12165928.07,0,28,0.148219441,1.365191518,1.712510064,162.9906921,162.991272,DETECTED,162.9908 m/z @1.59 [global_positive_Batch1_A2.mzXML],162.9907532,1.594083333,1.501016667,1.885066667,0.38405,2105590.475,16701837.4,0,27,0.119308164,1.432353368,1.883829639,162.9905853,162.9911652,DETECTED,162.9908 m/z @1.58 [global_positive_Batch1_A1.mzXML],162.9907684,1.580433333,1.503366667,1.874533333,0.371166667,2325234.814,19932696.11,1,26,0.13506933,1.742852234,2.161834013,162.9906006,162.9910431,DETECTED,162.9905 m/z @1.53 [global_positive_Batch2_QC10.mzXML],162.9905396,1.534583333,1.422033333,1.8173,0.395266667,856087.3536,8691577.415,0,27,0.174842026,1.566443719,2.009791105,162.9904175,162.9910126,DETECTED,162.9906 m/z @1.54 [global_positive_Batch2_QC11.mzXML],162.9905853,1.5373,1.425633333,1.876433333,0.4508,763538.2393,7609622.482,0,31,0.150535528,1.51659954,1.992836255,162.9904633,162.9908905
37,277.0608101,1.871683333,nan,,,,4,DETECTED,277.0609 m/z @1.88 [global_positive_Batch1_C32.mzXML],277.0609283,1.8766,1.777916667,1.959083333,0.181166667,1577306.726,6709662.709,1,14,0.048982362,0.91791927,0.816270034,277.0606689,277.0614624,DETECTED,277.0609 m/z @1.89 [global_positive_Batch1_C31.mzXML],277.0609436,1.888333333,1.8038,1.97115,0.16735,1587461.964,5793046.78,1,13,0.14494379,1.064353857,0.825493124,277.0606689,277.0614319,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,277.0607 m/z @1.86 [global_positive_Batch2_QC10.mzXML],277.0606995,1.85915,1.6399,2.375833333,0.735933333,489645.5723,7881625.613,0,53,0.104310413,1.727105666,2.765813482,277.0604248,277.061615,DETECTED,277.0607 m/z @1.86 [global_positive_Batch2_QC11.mzXML],277.0606689,1.86265,1.64215,2.01495,0.3728,742322.6714,5601960.077,0,27,0.169642559,1.038038235,1.472598373,277.0603333,277.0609741
