row ID,row m/z,row retention time,row identity (main ID),row identity (all IDs),row identity (main ID + details),row comment,row number of detected peaks,global_negative_AB02707_2.mzXML Peak status,global_negative_AB02707_2.mzXML Peak name,global_negative_AB02707_2.mzXML Peak m/z,global_negative_AB02707_2.mzXML Peak RT,global_negative_AB02707_2.mzXML Peak RT start,global_negative_AB02707_2.mzXML Peak RT end,global_negative_AB02707_2.mzXML Peak duration time,global_negative_AB02707_2.mzXML Peak height,global_negative_AB02707_2.mzXML Peak area,global_negative_AB02707_2.mzXML Peak charge,global_negative_AB02707_2.mzXML Peak # data points,global_negative_AB02707_2.mzXML Peak FWHM,global_negative_AB02707_2.mzXML Peak tailing factor,global_negative_AB02707_2.mzXML Peak asymmetry factor,global_negative_AB02707_2.mzXML Peak m/z min,global_negative_AB02707_2.mzXML Peak m/z max,global_negative_BC00454_4.mzXML Peak status,global_negative_BC00454_4.mzXML Peak name,global_negative_BC00454_4.mzXML Peak m/z,global_negative_BC00454_4.mzXML Peak RT,global_negative_BC00454_4.mzXML Peak RT start,global_negative_BC00454_4.mzXML Peak RT end,global_negative_BC00454_4.mzXML Peak duration time,global_negative_BC00454_4.mzXML Peak height,global_negative_BC00454_4.mzXML Peak area,global_negative_BC00454_4.mzXML Peak charge,global_negative_BC00454_4.mzXML Peak # data points,global_negative_BC00454_4.mzXML Peak FWHM,global_negative_BC00454_4.mzXML Peak tailing factor,global_negative_BC00454_4.mzXML Peak asymmetry factor,global_negative_BC00454_4.mzXML Peak m/z min,global_negative_BC00454_4.mzXML Peak m/z max,global_negative_AB02720_2.mzXML Peak status,global_negative_AB02720_2.mzXML Peak name,global_negative_AB02720_2.mzXML Peak m/z,global_negative_AB02720_2.mzXML Peak RT,global_negative_AB02720_2.mzXML Peak RT start,global_negative_AB02720_2.mzXML Peak RT end,global_negative_AB02720_2.mzXML Peak duration time,global_negative_AB02720_2.mzXML Peak height,global_negative_AB02720_2.mzXML Peak area,global_negative_AB02720_2.mzXML Peak charge,global_negative_AB02720_2.mzXML Peak # data points,global_negative_AB02720_2.mzXML Peak FWHM,global_negative_AB02720_2.mzXML Peak tailing factor,global_negative_AB02720_2.mzXML Peak asymmetry factor,global_negative_AB02720_2.mzXML Peak m/z min,global_negative_AB02720_2.mzXML Peak m/z max,global_negative_BC00410_1.mzXML Peak status,global_negative_BC00410_1.mzXML Peak name,global_negative_BC00410_1.mzXML Peak m/z,global_negative_BC00410_1.mzXML Peak RT,global_negative_BC00410_1.mzXML Peak RT start,global_negative_BC00410_1.mzXML Peak RT end,global_negative_BC00410_1.mzXML Peak duration time,global_negative_BC00410_1.mzXML Peak height,global_negative_BC00410_1.mzXML Peak area,global_negative_BC00410_1.mzXML Peak charge,global_negative_BC00410_1.mzXML Peak # data points,global_negative_BC00410_1.mzXML Peak FWHM,global_negative_BC00410_1.mzXML Peak tailing factor,global_negative_BC00410_1.mzXML Peak asymmetry factor,global_negative_BC00410_1.mzXML Peak m/z min,global_negative_BC00410_1.mzXML Peak m/z max,global_negative_QC1_2.mzXML Peak status,global_negative_QC1_2.mzXML Peak name,global_negative_QC1_2.mzXML Peak m/z,global_negative_QC1_2.mzXML Peak RT,global_negative_QC1_2.mzXML Peak RT start,global_negative_QC1_2.mzXML Peak RT end,global_negative_QC1_2.mzXML Peak duration time,global_negative_QC1_2.mzXML Peak height,global_negative_QC1_2.mzXML Peak area,global_negative_QC1_2.mzXML Peak charge,global_negative_QC1_2.mzXML Peak # data points,global_negative_QC1_2.mzXML Peak FWHM,global_negative_QC1_2.mzXML Peak tailing factor,global_negative_QC1_2.mzXML Peak asymmetry factor,global_negative_QC1_2.mzXML Peak m/z min,global_negative_QC1_2.mzXML Peak m/z max,global_negative_QC1_1.mzXML Peak status,global_negative_QC1_1.mzXML Peak name,global_negative_QC1_1.mzXML Peak m/z,global_negative_QC1_1.mzXML Peak RT,global_negative_QC1_1.mzXML Peak RT start,global_negative_QC1_1.mzXML Peak RT end,global_negative_QC1_1.mzXML Peak duration time,global_negative_QC1_1.mzXML Peak height,global_negative_QC1_1.mzXML Peak area,global_negative_QC1_1.mzXML Peak charge,global_negative_QC1_1.mzXML Peak # data points,global_negative_QC1_1.mzXML Peak FWHM,global_negative_QC1_1.mzXML Peak tailing factor,global_negative_QC1_1.mzXML Peak asymmetry factor,global_negative_QC1_1.mzXML Peak m/z min,global_negative_QC1_1.mzXML Peak m/z max
18,227.2008334,13.59806667,nan,,,,5,DETECTED,227.2006 m/z @13.60 [global_negative_AB02707_2.mzXML],227.2005615,13.60113333,13.33981667,14.20806667,0.86825,268403.75,3997143.159,1,56,0.220257457,1.599463292,1.698467344,227.2003937,227.2007294,ESTIMATED,227.2005 m/z @13.50 [global_negative_BC00454_4.mzXML],227.2004991,13.5026,13.34298333,13.6775,0.334516667,11986.4043,97695.78275,0,20,0.140738713,1.098074657,1.148925662,227.2002411,227.2009003,DETECTED,227.2003 m/z @13.60 [global_negative_AB02720_2.mzXML],227.2003098,13.59643333,13.30413333,14.22381667,0.919683333,218849.8906,3766295.336,1,58,0.243899812,1.423552862,0.979860214,227.200119,227.2005157,DETECTED,227.2023 m/z @13.64 [global_negative_BC00410_1.mzXML],227.2022705,13.6435,13.34095,14.21285,0.8719,424960.7741,5483795.598,1,58,0.191128563,1.09113882,1.001605648,227.2021179,227.2024384,DETECTED,227.2007 m/z @13.62 [global_negative_QC1_2.mzXML],227.2006531,13.62381667,13.36778333,14.25313333,0.88535,286065.8429,4289566.716,1,57,0.213305538,1.642741351,1.701423572,227.2004242,227.2008514,DETECTED,227.2007 m/z @13.62 [global_negative_QC1_1.mzXML],227.2007065,13.62091667,13.28873333,14.16076667,0.872033333,589454.7321,8607247.121,1,58,0.216469912,1.284549821,1.27206743,227.200592,227.2008209
19,255.0864716,10.49134444,nan,,,,6,DETECTED,255.0861 m/z @10.48 [global_negative_AB02707_2.mzXML],255.0860748,10.47541667,10.40486667,11.08761667,0.68275,233971.49,1673725.498,1,40,0.091169298,2.204181771,2.43928027,255.0856781,255.0863342,DETECTED,255.0862 m/z @10.48 [global_negative_BC00454_4.mzXML],255.0861664,10.4784,10.40708333,10.92265,0.515566667,246647.6728,1377355.352,1,30,0.081202062,1.367970303,1.265360181,255.0859985,255.0863495,DETECTED,255.0860 m/z @10.48 [global_negative_AB02720_2.mzXML],255.0860138,10.48403333,10.39943333,11.16666667,0.767233333,416918.9701,2826799.529,1,47,0.090058279,1.686422855,1.635094045,255.0858307,255.0863037,DETECTED,255.0881 m/z @10.51 [global_negative_BC00410_1.mzXML],255.088089,10.50503333,10.43535,11.19703333,0.761683333,778946.7188,4506277.53,1,44,0.077532078,1.607543452,1.862745436,255.0878906,255.0882111,DETECTED,255.0862 m/z @10.50 [global_negative_QC1_2.mzXML],255.0862122,10.50271667,10.40101667,11.38158333,0.980566667,576433.8946,4404346.177,1,57,0.099621463,1.631145102,1.921658117,255.0858612,255.0865021,DETECTED,255.0863 m/z @10.50 [global_negative_QC1_1.mzXML],255.0862732,10.50246667,10.41921667,11.30185,0.882633333,821449.475,5183332.897,1,52,0.086716283,1.69296177,1.68799087,255.085968,255.0865479
20,335.0459493,1.889419444,nan,,,,6,DETECTED,335.0454 m/z @1.88 [global_negative_AB02707_2.mzXML],335.0453796,1.877766667,1.67895,2.550733333,0.871783333,222444.8792,5406369.441,0,58,0.633849224,2.192430212,4.704700505,335.0451355,335.0457458,DETECTED,335.0456 m/z @1.88 [global_negative_BC00454_4.mzXML],335.0455627,1.878883333,1.655683333,2.498283333,0.8426,102040.5731,2153824.639,0,53,0.351796979,2.136120427,2.493380887,335.0452576,335.0458679,DETECTED,335.0453 m/z @1.89 [global_negative_AB02720_2.mzXML],335.0453491,1.888133333,1.690016667,2.568033333,0.878016667,212050.9683,5495803.36,1,58,0.459171428,2.244751199,2.802159133,335.0449829,335.0457153,DETECTED,335.0486 m/z @1.90 [global_negative_BC00410_1.mzXML],335.0485535,1.90325,1.6617,2.457383333,0.795683333,251699.5821,5443339.153,1,54,0.353858962,1.545859324,1.853679128,335.0482483,335.0488586,DETECTED,335.0456 m/z @1.89 [global_negative_QC1_2.mzXML],335.0455627,1.890933333,1.680766667,2.534066667,0.8533,173024.5978,5130668.151,1,57,0.477573484,2.030055511,3.189750969,335.045166,335.0458069,DETECTED,335.0453 m/z @1.90 [global_negative_QC1_1.mzXML],335.0452881,1.89755,1.674433333,2.52085,0.846416667,217823.667,4904403.932,0,57,0.345700664,1.925125673,2.448840753,335.0450134,335.0456238
21,248.9593531,1.580677778,nan,,,,6,DETECTED,248.9589 m/z @1.57 [global_negative_AB02707_2.mzXML],248.9589386,1.57485,1.45115,1.784466667,0.333316667,214756.9281,1512817.193,1,20,0.12009549,0.99689566,0.760520179,248.958847,248.9596405,DETECTED,248.9591 m/z @1.60 [global_negative_BC00454_4.mzXML],248.9591141,1.602616667,1.458683333,1.7645,0.305816667,114152.2619,971682.3551,1,18,0.13831952,0.905586369,0.568502563,248.9589081,248.9592896,DETECTED,248.9588 m/z @1.57 [global_negative_AB02720_2.mzXML],248.958847,1.567883333,1.46135,1.77855,0.3172,208559.3442,1506070.209,1,19,0.118280655,1.075686372,0.801708608,248.9585419,248.9590912,DETECTED,248.9613 m/z @1.59 [global_negative_BC00410_1.mzXML],248.961319,1.59315,1.453016667,1.800516667,0.3475,231882.9458,1734419.33,1,21,0.123500163,0.890976762,0.63630693,248.9601746,248.9615631,DETECTED,248.9591 m/z @1.58 [global_negative_QC1_2.mzXML],248.9590912,1.57545,1.452166667,1.766583333,0.314416667,198012.5286,1376106.226,1,19,0.111535533,0.87023249,0.609897596,248.9589691,248.9593048,DETECTED,248.9588 m/z @1.57 [global_negative_QC1_1.mzXML],248.9588089,1.570116667,1.44695,1.743866667,0.296916667,228427.4036,1574359.407,1,18,0.114912874,0.917888984,0.649341423,248.9586792,248.959137
22,305.2474206,12.31595,nan,,,,3,DETECTED,305.2469 m/z @12.28 [global_negative_AB02707_2.mzXML],305.2469482,12.28243333,12.02298333,12.8225,0.799516667,193528.3196,3143565.175,1,51,0.24392994,1.330904898,1.625836681,305.2466431,305.247406,ESTIMATED,305.2470 m/z @12.02 [global_negative_BC00454_4.mzXML],305.2469816,12.02263333,12.02263333,12.50963333,0.487,30757.13477,343806.3236,0,29,0.172692918,,,305.2467651,305.247701,DETECTED,305.2468 m/z @12.31 [global_negative_AB02720_2.mzXML],305.2468262,12.31068333,12.04715,12.83603333,0.788883333,167165.4424,2513108.503,1,50,0.217061625,1.273604472,1.429620671,305.2458801,305.2472229,DETECTED,305.2493 m/z @12.34 [global_negative_BC00410_1.mzXML],305.2493286,12.34041667,12.06678333,12.84905,0.782266667,174049.0121,2340971.931,1,50,0.188645472,1.265463891,1.346117501,305.2487183,305.2496643,ESTIMATED,305.2471 m/z @12.39 [global_negative_QC1_2.mzXML],305.2470515,12.38716667,12.2527,12.4538,0.2011,3074.202881,25477.47508,0,13,0.182074699,0.747768964,0.495537928,305.2467957,305.2474365,ESTIMATED,305.2474 m/z @12.55 [global_negative_QC1_1.mzXML],305.2473877,12.55236667,12.50441667,12.56806667,0.06365,5863.95752,17005.08227,0,5,0.070872782,0.6637122,0.3274244,305.2472229,305.2475891
23,357.0278491,1.902022222,nan,,,,5,DETECTED,357.0273 m/z @1.89 [global_negative_AB02707_2.mzXML],357.0272675,1.89235,1.661283333,2.5354,0.874116667,183604.6143,4118989.272,0,58,0.383222301,1.745186786,2.333921113,357.0270081,357.0279236,ESTIMATED,357.0275 m/z @1.93 [global_negative_BC00454_4.mzXML],357.0274616,1.925416667,1.637883333,2.433666667,0.795783333,89477.03906,1613450.654,0,50,0.230633946,1.500523025,1.583078534,357.026825,357.0283203,DETECTED,357.0272 m/z @1.89 [global_negative_AB02720_2.mzXML],357.0272064,1.888133333,1.671933333,2.552366667,0.880433333,175101.8596,4067965.488,0,58,0.385697232,1.935776309,1.986483953,357.0267639,357.027771,DETECTED,357.0306 m/z @1.92 [global_negative_BC00410_1.mzXML],357.0306091,1.91775,1.6617,2.397483333,0.735783333,180265.8924,3606051.427,0,50,0.320070359,1.265199217,1.349932727,357.0298157,357.0312805,DETECTED,357.0274 m/z @1.89 [global_negative_QC1_2.mzXML],357.0274353,1.890933333,1.662833333,2.51865,0.855816667,154973.0067,4012593.806,0,57,0.410889216,1.836567649,2.407948069,357.0269165,357.0280457,DETECTED,357.0271 m/z @1.90 [global_negative_QC1_1.mzXML],357.0271149,1.89755,1.6565,2.52085,0.86435,159180.2507,3393107.726,0,58,0.330842314,1.562098133,1.850197527,357.0268555,357.0280457
24,288.9351901,1.430188889,nan,,,,5,DETECTED,288.9347 m/z @1.43 [global_negative_AB02707_2.mzXML],288.9347229,1.43325,1.360166667,1.505466667,0.1453,173026.2815,778966.8459,1,9,0.074577464,0.994070696,0.769476014,288.9346008,288.9349365,ESTIMATED,288.9348 m/z @1.44 [global_negative_BC00454_4.mzXML],288.9348405,1.440616667,1.331283333,1.655683333,0.3244,117157.4531,532658.8691,0,19,0.085501304,1.074896837,0.919137542,288.9346008,288.93526,DETECTED,288.9347 m/z @1.43 [global_negative_AB02720_2.mzXML],288.9346619,1.4254,1.3709,1.515716667,0.144816667,183384.3083,829972.3344,1,9,0.073876131,1.236843792,1.32367813,288.9345398,288.9347534,DETECTED,288.9375 m/z @1.44 [global_negative_BC00410_1.mzXML],288.9375458,1.435416667,1.381266667,1.50695,0.125683333,207201.1411,903636.0941,1,8,0.073013506,1.160510926,1.088884975,288.9373474,288.9376221,DETECTED,288.9349 m/z @1.42 [global_negative_QC1_2.mzXML],288.934906,1.4168,1.362783333,1.48815,0.125366667,205124.4634,969186.4408,1,8,0.082340015,1.160444307,1.320888615,288.9347534,288.9350281,DETECTED,288.9345 m/z @1.43 [global_negative_QC1_1.mzXML],288.9344635,1.42965,1.35805,1.518166667,0.160116667,237351.8906,1095686.203,1,10,0.075012441,1.041765132,0.901664837,288.9343262,288.9345703
25,195.1020186,11.55950833,nan,,,,5,DETECTED,195.1017 m/z @11.56 [global_negative_AB02707_2.mzXML],195.1017151,11.5568,11.47573333,12.0077,0.531966667,170054.8326,1107535.341,1,35,0.089765162,1.601015602,1.495781913,195.1015015,195.1020508,DETECTED,195.1017 m/z @11.54 [global_negative_BC00454_4.mzXML],195.1016998,11.54333333,11.47258333,11.93441667,0.461833333,139781.802,789692.1319,1,27,0.082924623,1.261715473,1.215614703,195.1015015,195.1018829,ESTIMATED,195.1017 m/z @11.55 [global_negative_AB02720_2.mzXML],195.1016823,11.54623333,11.44775,11.72086667,0.273116667,95236.77344,615545.0967,0,18,0.099195184,1.432793695,1.646137571,195.1015778,195.1020859,DETECTED,195.1032 m/z @11.57 [global_negative_BC00410_1.mzXML],195.103241,11.56893333,11.49036667,12.22361667,0.73325,747792.2598,4647891.623,1,49,0.086343449,1.588327507,1.672757404,195.1027069,195.1035156,DETECTED,195.1018 m/z @11.56 [global_negative_QC1_2.mzXML],195.1017914,11.55968333,11.47233333,12.13345,0.661116667,243421.1295,1743826.545,1,39,0.097527252,1.603664792,1.841502352,195.1014099,195.1020508,DETECTED,195.1020 m/z @11.58 [global_negative_QC1_1.mzXML],195.1019821,11.58206667,11.49823333,12.05555,0.557316667,404727.8125,2454251.124,1,34,0.085938877,1.284097297,1.124120326,195.1018372,195.1022339
26,263.1026789,9.671844444,nan,,,,4,DETECTED,263.1024 m/z @9.67 [global_negative_AB02707_2.mzXML],263.102417,9.673566667,9.56365,10.12745,0.5638,169197.7596,1286949.48,1,32,0.106476238,1.447873745,1.605618004,263.1022034,263.1025696,ESTIMATED,263.1024 m/z @9.66 [global_negative_BC00454_4.mzXML],263.1023968,9.65505,9.547316667,9.959583333,0.412266667,75327.72656,420721.933,0,24,0.077863977,1.445820861,1.695093375,263.1022339,263.1029663,DETECTED,263.1023 m/z @9.66 [global_negative_AB02720_2.mzXML],263.1023102,9.6564,9.546166667,10.1801,0.633933333,198000.7221,1600804.61,1,36,0.113800344,1.618523843,1.881425107,263.1021423,263.1025391,ESTIMATED,263.1042 m/z @9.68 [global_negative_BC00410_1.mzXML],263.1042372,9.68205,9.573183333,10.01068333,0.4375,77060.84375,474529.4332,0,25,0.091536719,1.722712308,1.629172013,263.1023598,263.1047974,DETECTED,263.1024 m/z @9.67 [global_negative_QC1_2.mzXML],263.102356,9.669616667,9.55915,10.15693333,0.597783333,141630.7085,1108377.814,1,34,0.105709585,1.627274867,1.831134737,263.1019592,263.1026611,DETECTED,263.1024 m/z @9.69 [global_negative_QC1_1.mzXML],263.102356,9.694383333,9.5851,10.1003,0.5152,206076.6511,1345629.206,1,30,0.094203721,1.228471475,1.167766522,263.1022034,263.1026001
27,495.2947166,12.15413611,nan,,,,4,DETECTED,495.2940 m/z @12.16 [global_negative_AB02707_2.mzXML],495.2940369,12.16448333,12.03851667,12.49435,0.455833333,159760.1589,1210840.509,1,29,0.114457132,1.176537592,1.112555685,495.2926941,495.2962341,ESTIMATED,495.2941 m/z @12.09 [global_negative_BC00454_4.mzXML],495.2940775,12.0929,11.96983333,12.38976667,0.419933333,72814.70313,441841.7238,0,25,0.092873357,1.203151288,1.183084881,495.2915649,495.2951393,ESTIMATED,495.2937 m/z @12.16 [global_negative_AB02720_2.mzXML],495.2936649,12.1593,12.01636667,12.4252,0.408833333,94062.24219,790928.1374,0,26,0.132186905,1.223531435,1.143930446,495.2927856,495.2951393,DETECTED,495.2978 m/z @12.17 [global_negative_BC00410_1.mzXML],495.2977753,12.1749,12.06678333,12.43858333,0.3718,206043.5518,1402688.677,1,24,0.100983744,1.108878961,1.051372828,495.2975159,495.2982483,DETECTED,495.2942 m/z @12.15 [global_negative_QC1_2.mzXML],495.2941895,12.15041667,12.032,12.4867,0.4547,122089.052,1080996.575,1,28,0.138802656,1.422586804,1.550155819,495.2938843,495.2954712,DETECTED,495.2946 m/z @12.18 [global_negative_QC1_1.mzXML],495.2945557,12.18281667,12.05555,12.5202,0.46465,245199.1933,1740338.095,1,30,0.104497337,1.077116188,1.081592324,495.2939758,495.2961426
28,301.2161335,13.40568611,nan,,,,4,DETECTED,301.2158 m/z @13.42 [global_negative_AB02707_2.mzXML],301.2157898,13.42341667,13.28995,14.0428,0.75285,156864.2301,1675400.528,1,48,0.151381217,1.758640216,1.881878876,301.2155457,301.2163391,ESTIMATED,301.2157 m/z @13.33 [global_negative_BC00454_4.mzXML],301.2156877,13.32543333,13.20298333,13.55621667,0.353233333,30273.625,245564.7203,0,21,0.128290369,2.248402701,2.215346781,301.215332,301.216423,ESTIMATED,301.2154 m/z @13.40 [global_negative_AB02720_2.mzXML],301.2154214,13.4035,13.20503333,13.6932,0.488166667,80672.44531,901713.0866,0,31,0.161585387,2.0393394,2.316951581,301.2142334,301.216423,DETECTED,301.2180 m/z @13.42 [global_negative_BC00410_1.mzXML],301.2180176,13.42476667,13.30708333,13.97901667,0.671933333,328616.5871,2885433.274,1,44,0.122887379,1.695685328,1.60378573,301.2176514,301.2184753,DETECTED,301.2159 m/z @13.43 [global_negative_QC1_2.mzXML],301.2159424,13.43431667,13.30095,14.079,0.77805,129318.4199,1508714.14,1,50,0.158755012,1.786182848,1.795651856,301.2156677,301.2164917,DETECTED,301.2159 m/z @13.42 [global_negative_QC1_1.mzXML],301.2159424,13.42268333,13.27188333,13.96798333,0.6961,351432.3223,3274067.259,1,46,0.133058012,1.459671122,1.682766192,301.2156677,301.2163086
29,268.7998245,1.866655556,nan,,,,5,DETECTED,268.7994 m/z @1.92 [global_negative_AB02707_2.mzXML],268.799408,1.921666667,1.625716667,2.3825,0.756783333,154007.9299,3091255.122,0,50,0.315833995,1.144843114,1.098673348,268.7991943,268.7999878,ESTIMATED,268.7995 m/z @1.80 [global_negative_BC00454_4.mzXML],268.7995117,1.799266667,1.620216667,1.8639,0.243683333,69509.11719,470937.5296,0,15,0.117980153,0.706373281,0.313648975,268.799408,268.7999268,DETECTED,268.7994 m/z @1.92 [global_negative_AB02720_2.mzXML],268.7993774,1.917816667,1.618916667,2.413133333,0.794216667,177073.7518,3397300.55,0,52,0.17504229,1.13736024,1.175391674,268.7989807,268.8000488,DETECTED,268.8018 m/z @1.82 [global_negative_BC00410_1.mzXML],268.8018036,1.816566667,1.626916667,1.8752,0.248283333,131152.1938,1003940.239,0,16,0.109071871,0.654583004,0.332458611,268.8016968,268.8020935,DETECTED,268.7996 m/z @1.92 [global_negative_QC1_2.mzXML],268.7995605,1.920283333,1.609433333,2.410633333,0.8012,143997.0996,2966468.218,0,53,0.200727728,1.109334652,1.096282798,268.7990417,268.7999573,DETECTED,268.7993 m/z @1.82 [global_negative_QC1_1.mzXML],268.7992859,1.824333333,1.621216667,2.263466667,0.64225,148442.544,2567302.65,0,43,0.286644324,1.435250116,1.720753921,268.7989807,268.7996826
30,225.0606748,1.792677778,nan,,,,5,DETECTED,225.0603 m/z @1.78 [global_negative_AB02707_2.mzXML],225.0602798,1.784466667,1.661283333,2.113116667,0.451833333,151083.2402,1126337.224,1,30,0.087132744,3.066057134,1.347748432,225.0601501,225.0604858,ESTIMATED,225.0605 m/z @1.80 [global_negative_BC00454_4.mzXML],225.0604829,1.799266667,1.58495,1.847733333,0.262783333,93080.34375,391608.1823,0,16,0.068095599,0.687175429,0.330046645,225.0603027,225.0614471,DETECTED,225.0603 m/z @1.80 [global_negative_AB02720_2.mzXML],225.060257,1.795366667,1.671933333,2.081066667,0.409133333,129853.1242,942385.8834,1,27,0.085347024,3.194020787,1.566957561,225.0600739,225.0604858,DETECTED,225.0624 m/z @1.78 [global_negative_BC00410_1.mzXML],225.062439,1.78425,1.6617,2.07635,0.41465,144467.3385,914732.0764,1,28,0.076338459,1.545321646,0.659953245,225.0622253,225.0627441,DETECTED,225.0604 m/z @1.80 [global_negative_QC1_2.mzXML],225.0603943,1.79925,1.662833333,2.126633333,0.4638,166638.7984,1538289.185,1,31,0.116284667,2.03634016,2.193088869,225.0601501,225.0605621,DETECTED,225.0602 m/z @1.79 [global_negative_QC1_1.mzXML],225.0601959,1.793466667,1.6565,2.1895,0.533,188322.3492,1447191.581,1,36,0.077482698,1.998306656,0.337292291,225.0601044,225.0604553
31,431.1697804,11.55686944,nan,,,,1,DETECTED,431.1692 m/z @11.56 [global_negative_AB02707_2.mzXML],431.1691895,11.5568,11.47573333,11.97628333,0.50055,150131.0467,1010312.763,0,33,0.089333919,2.587534961,1.989192699,431.1680603,431.1710815,ESTIMATED,431.1693 m/z @11.54 [global_negative_BC00454_4.mzXML],431.1692619,11.54333333,11.45461667,11.71961667,0.265,43576.24609,220299.3766,0,16,0.073996114,1.840260649,1.514064881,431.1688538,431.1698303,ESTIMATED,431.1689 m/z @11.55 [global_negative_AB02720_2.mzXML],431.1689481,11.54623333,11.44775,11.7827,0.33495,86819.08594,581832.0656,0,22,0.095436302,1.911368751,2.131379048,431.1683044,431.1693726,ESTIMATED,431.1722 m/z @11.57 [global_negative_BC00410_1.mzXML],431.1722005,11.56893333,11.49036667,11.74915,0.258783333,74245.55469,449372.1398,0,18,0.092495724,1.831056683,2.862054255,431.1691895,431.1727905,ESTIMATED,431.1694 m/z @11.56 [global_negative_QC1_2.mzXML],431.1694455,11.55968333,11.45425,11.74981667,0.295566667,12303.91406,82118.84123,0,18,0.09967887,1.688777892,2.237850816,431.1690369,431.1706238,ESTIMATED,431.1696 m/z @11.57 [global_negative_QC1_1.mzXML],431.169637,11.56623333,11.49823333,11.68138333,0.18315,15242.04688,76654.45473,0,12,0.074636821,1.346691176,1.762975706,431.1691895,431.1702576
32,316.9464395,1.580677778,nan,,,,5,DETECTED,316.9459 m/z @1.57 [global_negative_AB02707_2.mzXML],316.9459229,1.57485,1.4694,1.714366667,0.244966667,148125.6806,968440.5564,1,15,0.110785278,0.933033726,0.670697039,316.9458008,316.946228,ESTIMATED,316.9462 m/z @1.60 [global_negative_BC00454_4.mzXML],316.9461542,1.602616667,1.440616667,1.781816667,0.3412,79855.72656,581326.4301,0,20,0.122228642,0.76203028,0.511254228,316.9458923,316.9464966,DETECTED,316.9458 m/z @1.57 [global_negative_AB02720_2.mzXML],316.9458008,1.567883333,1.46135,1.725566667,0.264216667,140892.7489,935717.2124,1,16,0.110765585,0.905827188,0.728773677,316.9455261,316.9466553,DETECTED,316.9490 m/z @1.59 [global_negative_BC00410_1.mzXML],316.9489899,1.59315,1.470816667,1.697033333,0.226216667,150633.7642,1033173.685,1,14,0.114324799,0.836842748,0.524342317,316.9488525,316.9494324,DETECTED,316.9461 m/z @1.58 [global_negative_QC1_2.mzXML],316.9460754,1.57545,1.452166667,1.680766667,0.2286,133489.2069,863425.2986,1,14,0.107899477,0.786043175,0.490976812,316.9455261,316.9465027,DETECTED,316.9457 m/z @1.57 [global_negative_QC1_1.mzXML],316.945694,1.570116667,1.4645,1.6922,0.2277,156780.6243,962108.2733,1,14,0.103198266,0.826610266,0.592931925,316.9455872,316.9463501
33,179.0554797,1.789769444,nan,,,,6,DETECTED,179.0552 m/z @1.78 [global_negative_AB02707_2.mzXML],179.0551605,1.784466667,1.67895,2.08365,0.4047,147419.0792,1195730.325,1,27,0.087394946,1.917706523,4.733149979,179.055069,179.0552673,DETECTED,179.0553 m/z @1.78 [global_negative_BC00454_4.mzXML],179.0552979,1.781816667,1.655683333,2.065933333,0.41025,100010.8976,557046.4352,1,26,0.067347528,1.432590478,1.662508137,179.055191,179.055481,DETECTED,179.0551 m/z @1.80 [global_negative_AB02720_2.mzXML],179.0551376,1.795366667,1.671933333,2.095816667,0.423883333,139684.07,1114113.685,1,28,0.084049704,1.71705374,2.338151002,179.0550079,179.0552673,DETECTED,179.0569 m/z @1.78 [global_negative_BC00410_1.mzXML],179.0568848,1.78425,1.679766667,2.0474,0.367633333,142203.9326,983754.2897,1,25,0.078191031,2.046627605,1.891037607,179.0567474,179.0570221,DETECTED,179.0553 m/z @1.80 [global_negative_QC1_2.mzXML],179.0552521,1.79925,1.662833333,2.126633333,0.4638,166889.5737,1735995.421,1,31,0.108914798,1.699938913,4.954394976,179.055069,179.0553589,DETECTED,179.0551 m/z @1.79 [global_negative_QC1_1.mzXML],179.0551453,1.793466667,1.6565,2.44295,0.78645,183287.6222,1932421.164,1,53,0.080912555,2.910707778,3.45433314,179.0550079,179.0552826
34,271.2268954,13.44543889,nan,,,,3,DETECTED,271.2266 m/z @13.47 [global_negative_AB02707_2.mzXML],271.226593,13.47281667,13.33981667,13.84225,0.502433333,147195.9138,1809806.902,1,32,0.169785272,1.91381123,1.988277805,271.2263489,271.2267456,ESTIMATED,271.2264 m/z @13.29 [global_negative_BC00454_4.mzXML],271.2264099,13.29025,13.18566667,13.71166667,0.526,46772.33984,450978.8529,0,31,0.123834102,2.60756729,2.800525528,271.2261963,271.2266235,ESTIMATED,271.2263 m/z @13.49 [global_negative_AB02720_2.mzXML],271.2262817,13.48523333,13.25438333,13.80796667,0.553583333,87260.6875,1202231.172,0,35,0.188985323,1.26058391,1.891763365,271.2259216,271.2265015,DETECTED,271.2286 m/z @13.47 [global_negative_BC00410_1.mzXML],271.2286377,13.47191667,13.34095,13.79781667,0.456866667,222923.0161,2465703.14,1,30,0.164863414,2.15045988,2.465236537,271.2284241,271.2287598,ESTIMATED,271.2266 m/z @13.48 [global_negative_QC1_2.mzXML],271.2266431,13.4826,13.18423333,13.79771667,0.613483333,79822.39063,1058034.689,0,39,0.22871077,1.433072789,0.980970985,271.2263489,271.2268677,DETECTED,271.2268 m/z @13.47 [global_negative_QC1_1.mzXML],271.2268066,13.46981667,13.35601667,13.74185,0.385833333,159465.9634,1870919.348,1,26,0.17721234,1.695225542,2.345203937,271.2266235,271.2270203
