row ID,row m/z,row retention time,row identity (main ID),row identity (all IDs),row identity (main ID + details),row comment,row number of detected peaks,global_negative_AB02707_2.mzXML Peak status,global_negative_AB02707_2.mzXML Peak name,global_negative_AB02707_2.mzXML Peak m/z,global_negative_AB02707_2.mzXML Peak RT,global_negative_AB02707_2.mzXML Peak RT start,global_negative_AB02707_2.mzXML Peak RT end,global_negative_AB02707_2.mzXML Peak duration time,global_negative_AB02707_2.mzXML Peak height,global_negative_AB02707_2.mzXML Peak area,global_negative_AB02707_2.mzXML Peak charge,global_negative_AB02707_2.mzXML Peak # data points,global_negative_AB02707_2.mzXML Peak FWHM,global_negative_AB02707_2.mzXML Peak tailing factor,global_negative_AB02707_2.mzXML Peak asymmetry factor,global_negative_AB02707_2.mzXML Peak m/z min,global_negative_AB02707_2.mzXML Peak m/z max,global_negative_BC00454_4.mzXML Peak status,global_negative_BC00454_4.mzXML Peak name,global_negative_BC00454_4.mzXML Peak m/z,global_negative_BC00454_4.mzXML Peak RT,global_negative_BC00454_4.mzXML Peak RT start,global_negative_BC00454_4.mzXML Peak RT end,global_negative_BC00454_4.mzXML Peak duration time,global_negative_BC00454_4.mzXML Peak height,global_negative_BC00454_4.mzXML Peak area,global_negative_BC00454_4.mzXML Peak charge,global_negative_BC00454_4.mzXML Peak # data points,global_negative_BC00454_4.mzXML Peak FWHM,global_negative_BC00454_4.mzXML Peak tailing factor,global_negative_BC00454_4.mzXML Peak asymmetry factor,global_negative_BC00454_4.mzXML Peak m/z min,global_negative_BC00454_4.mzXML Peak m/z max,global_negative_AB02720_2.mzXML Peak status,global_negative_AB02720_2.mzXML Peak name,global_negative_AB02720_2.mzXML Peak m/z,global_negative_AB02720_2.mzXML Peak RT,global_negative_AB02720_2.mzXML Peak RT start,global_negative_AB02720_2.mzXML Peak RT end,global_negative_AB02720_2.mzXML Peak duration time,global_negative_AB02720_2.mzXML Peak height,global_negative_AB02720_2.mzXML Peak area,global_negative_AB02720_2.mzXML Peak charge,global_negative_AB02720_2.mzXML Peak # data points,global_negative_AB02720_2.mzXML Peak FWHM,global_negative_AB02720_2.mzXML Peak tailing factor,global_negative_AB02720_2.mzXML Peak asymmetry factor,global_negative_AB02720_2.mzXML Peak m/z min,global_negative_AB02720_2.mzXML Peak m/z max,global_negative_BC00410_1.mzXML Peak status,global_negative_BC00410_1.mzXML Peak name,global_negative_BC00410_1.mzXML Peak m/z,global_negative_BC00410_1.mzXML Peak RT,global_negative_BC00410_1.mzXML Peak RT start,global_negative_BC00410_1.mzXML Peak RT end,global_negative_BC00410_1.mzXML Peak duration time,global_negative_BC00410_1.mzXML Peak height,global_negative_BC00410_1.mzXML Peak area,global_negative_BC00410_1.mzXML Peak charge,global_negative_BC00410_1.mzXML Peak # data points,global_negative_BC00410_1.mzXML Peak FWHM,global_negative_BC00410_1.mzXML Peak tailing factor,global_negative_BC00410_1.mzXML Peak asymmetry factor,global_negative_BC00410_1.mzXML Peak m/z min,global_negative_BC00410_1.mzXML Peak m/z max,global_negative_QC1_2.mzXML Peak status,global_negative_QC1_2.mzXML Peak name,global_negative_QC1_2.mzXML Peak m/z,global_negative_QC1_2.mzXML Peak RT,global_negative_QC1_2.mzXML Peak RT start,global_negative_QC1_2.mzXML Peak RT end,global_negative_QC1_2.mzXML Peak duration time,global_negative_QC1_2.mzXML Peak height,global_negative_QC1_2.mzXML Peak area,global_negative_QC1_2.mzXML Peak charge,global_negative_QC1_2.mzXML Peak # data points,global_negative_QC1_2.mzXML Peak FWHM,global_negative_QC1_2.mzXML Peak tailing factor,global_negative_QC1_2.mzXML Peak asymmetry factor,global_negative_QC1_2.mzXML Peak m/z min,global_negative_QC1_2.mzXML Peak m/z max,global_negative_QC1_1.mzXML Peak status,global_negative_QC1_1.mzXML Peak name,global_negative_QC1_1.mzXML Peak m/z,global_negative_QC1_1.mzXML Peak RT,global_negative_QC1_1.mzXML Peak RT start,global_negative_QC1_1.mzXML Peak RT end,global_negative_QC1_1.mzXML Peak duration time,global_negative_QC1_1.mzXML Peak height,global_negative_QC1_1.mzXML Peak area,global_negative_QC1_1.mzXML Peak charge,global_negative_QC1_1.mzXML Peak # data points,global_negative_QC1_1.mzXML Peak FWHM,global_negative_QC1_1.mzXML Peak tailing factor,global_negative_QC1_1.mzXML Peak asymmetry factor,global_negative_QC1_1.mzXML Peak m/z min,global_negative_QC1_1.mzXML Peak m/z max
86,251.2007759,13.2797,nan,,,,2,ESTIMATED,251.2004 m/z @13.29 [global_negative_AB02707_2.mzXML],251.2004099,13.28995,13.12543333,13.56931667,0.443883333,53283.71094,535167.3365,0,28,0.148228658,1.807497015,2.405561763,251.1997528,251.2014885,ESTIMATED,251.2006 m/z @13.22 [global_negative_BC00454_4.mzXML],251.2005583,13.22036667,13.11606667,13.30791667,0.19185,1917.165649,12682.63014,0,12,0.118862469,0.91970278,0.944025849,251.2000122,251.2014885,ESTIMATED,251.2002 m/z @13.27 [global_negative_AB02720_2.mzXML],251.2001951,13.27088333,13.1555,13.51741667,0.361916667,29998.82227,317147.2647,0,23,0.180881359,1.708733198,2.438601289,251.1999969,251.2014885,DETECTED,251.2024 m/z @13.29 [global_negative_BC00410_1.mzXML],251.2023621,13.29026667,13.139,13.81291667,0.673916667,112084.2513,1211775.693,1,43,0.142663244,2.170947243,2.453882562,251.2021332,251.2029419,ESTIMATED,251.2005 m/z @13.30 [global_negative_QC1_2.mzXML],251.2005152,13.30095,13.11795,13.67036667,0.552416667,47112.90234,543481.5929,0,35,0.158620097,1.945737103,2.497562648,251.2001801,251.2014885,DETECTED,251.2006 m/z @13.31 [global_negative_QC1_1.mzXML],251.2006149,13.30578333,13.12195,13.803,0.68105,126551.0665,1302839.231,1,44,0.140827269,1.741017422,2.062153252,251.1997375,251.2012024
87,223.1696153,12.79818333,nan,,,,2,ESTIMATED,223.1693 m/z @12.79 [global_negative_AB02707_2.mzXML],223.1692869,12.79131667,12.69736667,12.96365,0.266283333,24681.63477,183570.9351,0,18,0.149151028,1.598068996,2.344684582,223.1687775,223.1701813,ESTIMATED,223.1695 m/z @12.77 [global_negative_BC00454_4.mzXML],223.1694584,12.76623333,12.71431667,12.83615,0.121833333,1176.866821,5565.189962,0,8,0.098427207,1.173354735,1.34670947,223.1689301,223.1701813,ESTIMATED,223.1692 m/z @12.79 [global_negative_AB02720_2.mzXML],223.1692254,12.789,12.74195,12.94583333,0.203883333,8829.856445,55723.30705,0,14,0.105163507,2.166666667,3.289839213,223.1689758,223.1701813,DETECTED,223.1709 m/z @12.82 [global_negative_BC00410_1.mzXML],223.170929,12.8175,12.6928,13.2734,0.5806,108948.9388,925801.7905,1,37,0.117478318,1.657642511,1.832644597,223.170517,223.1713104,ESTIMATED,223.1694 m/z @12.82 [global_negative_QC1_2.mzXML],223.1693583,12.81771667,12.61721667,13.10121667,0.484,62332.50781,580743.6347,0,30,0.134495626,1.374209296,1.505681182,223.1691589,223.1701813,DETECTED,223.1694 m/z @12.81 [global_negative_QC1_1.mzXML],223.1694336,12.80733333,12.61438333,13.18825,0.573866667,134291.9482,1115442.116,1,36,0.118656576,1.526677753,1.720484605,223.1686859,223.1700287
88,299.2217422,13.84692778,nan,,,,1,ESTIMATED,299.2213 m/z @13.89 [global_negative_AB02707_2.mzXML],299.221311,13.88976667,13.63306667,14.013,0.379933333,38166.70703,552424.4724,0,25,0.304290745,0.760566873,0.56895889,299.2210999,299.2218018,ESTIMATED,299.2215 m/z @13.64 [global_negative_BC00454_4.mzXML],299.2214905,13.64283333,13.6258,13.69461667,0.068816667,1325.990967,4322.111053,0,5,0.089088086,2.020058708,3.040117417,299.2203369,299.2235718,ESTIMATED,299.2210 m/z @13.91 [global_negative_AB02720_2.mzXML],299.2209901,13.90545,13.62835,14.28598333,0.657633333,38006.64844,783005.5891,0,42,0.410272364,1.187501598,1.645300898,299.2206421,299.2212524,DETECTED,299.2236 m/z @13.92 [global_negative_BC00410_1.mzXML],299.2235718,13.91893333,13.69001667,14.37696667,0.68695,101851.5746,2143677.139,0,47,0.333541533,1.504390407,2.013857584,299.2233582,299.2239075,ESTIMATED,299.2215 m/z @13.88 [global_negative_QC1_2.mzXML],299.2215393,13.8764,13.63911667,13.93941667,0.3003,37911.69531,391253.2627,0,20,2.017734744,0.631358616,0.324331472,299.2212524,299.2235718,ESTIMATED,299.2216 m/z @13.85 [global_negative_QC1_1.mzXML],299.2215508,13.84818333,13.62091667,14.34956667,0.72865,70636.49219,1324592.969,0,49,0.280920801,1.940856889,2.485635612,299.2208862,299.2235718
89,94.92486387,1.810219444,nan,,,,2,ESTIMATED,94.9247 m/z @1.80 [global_negative_AB02707_2.mzXML],94.92471419,1.800983333,1.591766667,1.877766667,0.286,93577.08594,929684.3203,0,18,0.171502196,0.705148879,0.431433277,94.92464447,94.92512131,ESTIMATED,94.9248 m/z @1.78 [global_negative_BC00454_4.mzXML],94.92476681,1.781816667,1.620216667,1.847733333,0.227516667,33469.77734,284347.5302,0,14,0.145330452,0.728635656,0.47032083,94.92469025,94.92512131,ESTIMATED,94.9247 m/z @1.80 [global_negative_AB02720_2.mzXML],94.92466938,1.795366667,1.601716667,1.873416667,0.2717,97850.27344,929830.9043,0,17,0.167885777,0.718591853,0.447680329,94.92459106,94.92512131,DETECTED,94.9256 m/z @1.78 [global_negative_BC00410_1.mzXML],94.92556763,1.78425,1.626916667,1.8611,0.234183333,101364.6511,921840.3674,0,15,0.190024361,0.744226695,0.48845339,94.92553711,94.92566681,ESTIMATED,94.9248 m/z @1.91 [global_negative_QC1_2.mzXML],94.92479021,1.905433333,1.861666667,2.426,0.564333333,75501.34375,1183175.165,0,39,0.256711243,6.360824721,9.285104906,94.92471313,94.92486572,DETECTED,94.9247 m/z @1.79 [global_negative_QC1_1.mzXML],94.92467499,1.793466667,1.603966667,2.412833333,0.808866667,99638.43906,2088100.022,0,54,0.229500274,1.782220065,2.674922648,94.92456818,94.92488098
90,311.2215484,12.38034722,nan,,,,3,ESTIMATED,311.2211 m/z @12.57 [global_negative_AB02707_2.mzXML],311.2211151,12.57436667,12.4305,12.8536,0.4231,60612.27344,506095.6562,0,28,0.120493164,1.086643724,0.963814821,311.2208862,311.2214355,ESTIMATED,311.2211 m/z @12.23 [global_negative_BC00454_4.mzXML],311.2210629,12.2324,12.14531667,12.45848333,0.313166667,42400.59375,281834.3694,0,19,0.094681608,2.061960288,2.183259671,311.2207947,311.2213135,ESTIMATED,311.2209 m/z @12.59 [global_negative_AB02720_2.mzXML],311.2209137,12.5859,12.3607,12.82063333,0.459933333,170622.5781,1488701.701,0,30,0.128135628,0.944993201,0.783410182,311.2205505,311.2211609,DETECTED,311.2235 m/z @12.31 [global_negative_BC00410_1.mzXML],311.2234802,12.3073,11.99166667,12.40618333,0.414516667,42266.06808,553039.4146,0,27,0.319362352,0.656642729,0.319490782,311.2232971,311.2236328,DETECTED,311.2212 m/z @12.29 [global_negative_QC1_2.mzXML],311.2212219,12.28641667,12.18481667,12.4205,0.235683333,58013.43683,464597.6851,1,15,0.12319409,1.159858924,1.319717848,311.2210388,311.221344,DETECTED,311.2215 m/z @12.30 [global_negative_QC1_1.mzXML],311.2214966,12.2957,11.98993333,12.42343333,0.4335,100587.9835,1201956.838,0,28,0.251255056,0.708873869,0.550882636,311.2213135,311.2216187
91,478.2922857,13.25711389,nan,,,,2,ESTIMATED,478.2918 m/z @13.29 [global_negative_AB02707_2.mzXML],478.2917524,13.28995,13.01161667,13.56931667,0.5577,25933.12109,293102.9557,0,35,0.156635061,0.849730378,0.627594073,478.2911072,478.2929077,ESTIMATED,478.2918 m/z @13.19 [global_negative_BC00454_4.mzXML],478.2918302,13.18566667,12.97626667,13.4137,0.437433333,21422.21484,161571.7276,0,26,0.099412019,0.979586714,0.797053282,478.2913513,478.2928467,ESTIMATED,478.2913 m/z @13.27 [global_negative_AB02720_2.mzXML],478.2912652,13.27088333,13.12251667,13.56485,0.442333333,55260.32813,574654.0021,0,28,0.162227879,1.27700621,1.078598303,478.2905884,478.2923584,ESTIMATED,478.2951 m/z @13.26 [global_negative_BC00410_1.mzXML],478.2950954,13.25663333,13.0237,13.45663333,0.432933333,45287.9375,412501.6453,0,27,0.119567691,0.930844599,0.74650255,478.2918854,478.2957153,DETECTED,478.2918 m/z @13.27 [global_negative_QC1_2.mzXML],478.2917786,13.26766667,13.001,13.74973333,0.748733333,122135.206,1302765.678,1,47,0.151113562,0.990299201,0.727834732,478.2909851,478.2946777,DETECTED,478.2920 m/z @13.27 [global_negative_QC1_1.mzXML],478.2919922,13.27188333,13.02113333,13.5606,0.539466667,115121.1935,1201852.207,1,34,0.139190263,0.870476593,0.660521051,478.2917175,478.2935486
92,476.2766572,12.91170833,nan,,,,2,ESTIMATED,476.2760 m/z @12.90 [global_negative_AB02707_2.mzXML],476.2760341,12.90076667,12.76016667,13.10898333,0.348816667,27713.26367,251495.4371,0,23,0.158254168,1.461831211,1.821682918,476.2752686,476.2765198,ESTIMATED,476.2760 m/z @12.87 [global_negative_BC00454_4.mzXML],476.2759582,12.87116667,12.68003333,13.06395,0.383916667,23286.31445,176317.3017,0,23,0.100020794,0.965700214,0.886569887,476.2749023,476.2768555,ESTIMATED,476.2757 m/z @12.91 [global_negative_AB02720_2.mzXML],476.275731,12.91463333,12.69443333,13.1719,0.477466667,87982.5625,868462.8074,0,31,0.140825264,1.128703103,0.832863183,476.2753296,476.2762985,ESTIMATED,476.2796 m/z @12.93 [global_negative_BC00410_1.mzXML],476.279623,12.92726667,12.8175,13.0565,0.239,44340.00781,319426.9492,0,16,0.106017041,1.088672943,0.783789,476.2785034,476.2802124,DETECTED,476.2762 m/z @12.92 [global_negative_QC1_2.mzXML],476.2761993,12.91785,12.71761667,13.49861667,0.781,110164.679,1103281.198,1,48,0.129249522,1.217488034,0.985353864,476.2754211,476.2773132,DETECTED,476.2764 m/z @12.94 [global_negative_QC1_1.mzXML],476.2763977,12.93856667,12.72523333,13.38951667,0.664283333,162628.9585,1517426.662,1,41,0.127330278,0.948253672,0.647026113,476.2758484,476.2774048
93,171.1385342,12.41035556,nan,,,,2,ESTIMATED,171.1383 m/z @12.43 [global_negative_AB02707_2.mzXML],171.138262,12.4305,12.3156,12.58993333,0.274333333,21232.75195,154863.3929,0,18,0.103304789,1.270842027,1.163689193,171.138092,171.1384201,ESTIMATED,171.1384 m/z @12.37 [global_negative_BC00454_4.mzXML],171.1383667,12.37188333,12.35423333,12.38976667,0.035533333,450.6030579,480.3428597,0,3,0.035533333,1.006610009,1.013220019,171.1382599,171.1384201,ESTIMATED,171.1382 m/z @12.39 [global_negative_AB02720_2.mzXML],171.1381553,12.39331667,12.1264,12.5699,0.4435,22056.61328,293816.636,0,28,0.134840774,0.83078364,0.548996426,171.1379852,171.1382599,ESTIMATED,171.1396 m/z @12.42 [global_negative_BC00410_1.mzXML],171.1395811,12.4225,12.1277,12.58366667,0.455966667,70868.28125,534241.2934,0,29,0.092807515,0.758908812,0.468144704,171.1394501,171.139801,DETECTED,171.1383 m/z @12.42 [global_negative_QC1_2.mzXML],171.1383362,12.4205,11.98021667,12.85145,0.871233333,99124.32054,1145741.915,1,53,0.12882753,1.071699385,0.692125263,171.1382141,171.1385193,DETECTED,171.1385 m/z @12.42 [global_negative_QC1_1.mzXML],171.138504,12.42343333,12.03953333,12.87343333,0.8339,124572.2275,1250070.27,1,53,0.110243206,1.173268985,0.627298529,171.1383514,171.1386261
95,293.2110139,12.58376944,nan,,,,1,ESTIMATED,293.2106 m/z @12.59 [global_negative_AB02707_2.mzXML],293.2105786,12.58993333,12.41411667,12.7286,0.314483333,27266.78516,239236.7212,0,21,0.143273174,0.894350175,1.030352806,293.2102356,293.2108154,ESTIMATED,293.2105 m/z @12.54 [global_negative_BC00454_4.mzXML],293.2104574,12.54376667,12.44108333,12.68003333,0.23895,6440.100098,47911.21049,0,15,0.111410871,1.163528648,1.327057296,293.210083,293.2106934,ESTIMATED,293.2105 m/z @12.57 [global_negative_AB02720_2.mzXML],293.2104578,12.5699,12.34383333,12.72608333,0.38225,51966.37891,532170.8407,0,25,0.126885604,0.845436449,0.785204596,293.2102661,293.2106018,ESTIMATED,293.2129 m/z @12.60 [global_negative_BC00410_1.mzXML],293.2128625,12.59913333,12.3073,12.91151667,0.604216667,81610.90625,906331.3863,0,39,0.105615307,1.004134145,0.996650976,293.2127075,293.2130127,ESTIMATED,293.2108 m/z @12.60 [global_negative_QC1_2.mzXML],293.2107899,12.60096667,12.38716667,12.98398333,0.596816667,73649.4375,775163.4472,0,37,0.119357832,1.297471691,1.41927568,293.2105408,293.2109985,DETECTED,293.2109 m/z @12.60 [global_negative_QC1_1.mzXML],293.2109375,12.59891667,12.21546667,13.12195,0.906483333,139517.917,1643399.015,1,57,0.116074477,0.933242633,0.813020168,293.2106628,293.2111511
96,172.9908422,9.592327778,nan,,,,1,ESTIMATED,172.9906 m/z @9.55 [global_negative_AB02707_2.mzXML],172.9906231,9.5451,9.14325,10.52743333,1.384183333,43354.625,1575500.957,0,78,0.573790827,0.936345446,2.186485607,172.9904633,172.9907379,ESTIMATED,172.9907 m/z @9.78 [global_negative_BC00454_4.mzXML],172.9906767,9.7802,9.1551,10.64106667,1.485966667,26333.08203,1042770.286,0,84,0.672865725,1.286394219,1.673410618,172.9904022,172.9911194,ESTIMATED,172.9906 m/z @9.60 [global_negative_AB02720_2.mzXML],172.9905596,9.601783333,9.139916667,10.45055,1.310633333,45207.88672,1576893.043,0,74,0.578166786,1.31135477,1.739030288,172.990448,172.9907227,ESTIMATED,172.9920 m/z @9.59 [global_negative_BC00410_1.mzXML],172.9919609,9.591383333,9.142583333,10.4709,1.328316667,76937.41406,2304517.289,0,75,0.499929962,1.557168877,2.016906867,172.9918213,172.9920654,ESTIMATED,172.9906 m/z @9.60 [global_negative_QC1_2.mzXML],172.9906173,9.596733333,9.173483333,10.48606667,1.312583333,61673.45703,2189839.954,0,74,0.566661604,1.449851803,1.65301137,172.9904938,172.9907532,DETECTED,172.9906 m/z @9.44 [global_negative_QC1_1.mzXML],172.9906158,9.438766667,9.15075,10.08303333,0.932283333,118469.417,3009841.94,0,53,0.359783652,1.618453793,2.344306258,172.9904938,172.9906921
97,242.1752004,11.46718056,nan,,,,1,ESTIMATED,242.1748 m/z @11.48 [global_negative_AB02707_2.mzXML],242.1748102,11.47573333,11.32441667,11.71266667,0.38825,24242.98633,212851.8022,0,25,0.143250268,1.372354384,1.74214371,242.1745758,242.1750336,ESTIMATED,242.1749 m/z @11.44 [global_negative_BC00454_4.mzXML],242.1749062,11.43651667,11.34638333,11.56068333,0.2143,24678.62305,125990.8992,0,13,0.07437602,1.305518693,1.525520661,242.1746674,242.1751633,ESTIMATED,242.1748 m/z @11.46 [global_negative_AB02720_2.mzXML],242.1748269,11.46468333,11.28258333,11.62578333,0.3432,27758.25,254163.3339,0,22,0.153200041,0.987370018,1.295180295,242.17453,242.1749878,ESTIMATED,242.1766 m/z @11.47 [global_negative_BC00410_1.mzXML],242.1765903,11.47351667,11.31928333,11.6737,0.354416667,65309.57031,385013.6006,0,23,0.085214611,1.623492429,2.376459477,242.1751633,242.1768188,ESTIMATED,242.1749 m/z @11.47 [global_negative_QC1_2.mzXML],242.1749053,11.47233333,11.27355,11.64453333,0.370983333,58816.37109,476433.2277,0,22,0.1250425,1.22461854,1.545427851,242.1747437,242.1750336,DETECTED,242.1752 m/z @11.48 [global_negative_QC1_1.mzXML],242.1751633,11.4803,11.31963333,11.98993333,0.6703,118026.1333,885512.0022,1,40,0.097593894,1.550663773,1.265377751,242.1750031,242.1755524
98,464.3004131,11.97933611,nan,,,,1,ESTIMATED,464.3002 m/z @11.99 [global_negative_AB02707_2.mzXML],464.300208,11.9922,11.88201667,12.08446667,0.20245,13783.37598,77972.2858,0,14,0.096097213,0.850340209,1.163357851,464.2987061,464.3028564,ESTIMATED,464.3000 m/z @11.95 [global_negative_BC00454_4.mzXML],464.2999903,11.95218333,11.8809,12.07493333,0.194033333,8427.733398,36771.17892,0,12,0.043583843,1.350302531,1.125915632,464.299469,464.3004761,ESTIMATED,464.2995 m/z @11.98 [global_negative_AB02720_2.mzXML],464.2995437,11.98476667,11.87513333,12.1593,0.284166667,46387.52344,336026.0673,0,19,0.124390204,1.148430816,1.237210148,464.2990417,464.3003845,ESTIMATED,464.3028 m/z @11.98 [global_negative_BC00410_1.mzXML],464.3027802,11.97671667,11.91605,12.08188333,0.165833333,42608.21484,210164.027,0,12,0.08375119,1.366758242,1.605537736,464.3002167,464.3035583,ESTIMATED,464.2997 m/z @11.98 [global_negative_QC1_2.mzXML],464.29974,11.98021667,11.87343333,12.21885,0.345416667,75493.54688,537853.232,0,21,0.104105614,1.50454217,1.69219257,464.2984924,464.3004456,DETECTED,464.3002 m/z @11.99 [global_negative_QC1_1.mzXML],464.3002167,11.98993333,11.90483333,12.24771667,0.342883333,116865.9886,725256.009,1,22,0.090978395,1.315106857,1.652480562,464.2990723,464.3005676
99,261.0403088,9.150819444,nan,,,,1,ESTIMATED,261.0399 m/z @9.14 [global_negative_AB02707_2.mzXML],261.0399211,9.14325,9.018116667,9.673566667,0.65545,73206.86719,672273.3716,0,37,0.130207227,1.533550011,1.617552841,261.0395203,261.0403748,ESTIMATED,261.0405 m/z @9.17 [global_negative_BC00454_4.mzXML],261.0404835,9.1722,8.851383333,10.10378333,1.2524,35956,1901500.954,0,71,0.179364829,1.951893605,2.90378721,261.0402527,261.0406189,ESTIMATED,261.0398 m/z @9.12 [global_negative_AB02720_2.mzXML],261.0398389,9.122733333,8.99485,9.434116667,0.439266667,54825.09375,476229.8647,0,25,0.126289398,1.627009282,1.953540082,261.0396423,261.0400085,ESTIMATED,261.0418 m/z @9.18 [global_negative_BC00410_1.mzXML],261.0418161,9.176516667,9.034616667,9.6458,0.611183333,78475.95313,621733.1336,0,35,0.118010292,1.158908276,0.78846757,261.0398865,261.0422363,ESTIMATED,261.0399 m/z @9.14 [global_negative_QC1_2.mzXML],261.0399065,9.139466667,9.014416667,9.577733333,0.563316667,76644.04688,737559.1312,0,32,0.147228953,1.544773383,1.709070274,261.0397339,261.0402527,DETECTED,261.0399 m/z @9.15 [global_negative_QC1_1.mzXML],261.0398865,9.15075,9.0455,9.64035,0.59485,109263.2728,915217.5271,1,34,0.124436005,10.26153421,1.190414118,261.0394592,261.0400391
100,311.6646639,11.98395556,nan,,,,1,ESTIMATED,311.6642 m/z @12.04 [global_negative_AB02707_2.mzXML],311.66424,12.03851667,11.78973333,12.1978,0.408066667,24269.37695,291173.5212,0,27,0.193267491,0.81368888,0.675600071,311.6637268,311.6656799,ESTIMATED,311.6644 m/z @11.93 [global_negative_BC00454_4.mzXML],311.6643651,11.93441667,11.80928333,12.0051,0.195816667,3668.719238,26572.73488,0,12,0.132610287,0.782432072,0.564864145,311.6639709,311.6646118,ESTIMATED,311.6640 m/z @12.00 [global_negative_AB02720_2.mzXML],311.6640227,12.00066667,11.79826667,12.22633333,0.428066667,22539.95508,307291.2181,0,28,0.253340412,1.097574877,1.194753495,311.6634827,311.6647949,ESTIMATED,311.6665 m/z @11.98 [global_negative_BC00410_1.mzXML],311.6664881,11.97671667,11.81,12.22361667,0.413616667,86589.98438,781525.3058,0,28,0.134927989,1.210958351,1.211655608,311.664566,311.6674194,ESTIMATED,311.6643 m/z @11.98 [global_negative_QC1_2.mzXML],311.6643016,11.98021667,11.74981667,12.20183333,0.452016667,54144.47266,636532.4195,0,27,0.179821305,1.119092991,1.10209849,311.6635437,311.6651917,DETECTED,311.6646 m/z @11.97 [global_negative_QC1_1.mzXML],311.664566,11.9732,11.81948333,12.2957,0.476216667,104369.0201,968209.0065,2,30,0.142176877,1.215411337,1.029922179,311.6636658,311.665741
101,407.2060512,11.31953889,nan,,,,1,ESTIMATED,407.2054 m/z @11.32 [global_negative_AB02707_2.mzXML],407.2053833,11.32441667,11.1714,11.54091667,0.369516667,59226.32422,503836.8779,0,23,0.135246601,1.311648118,1.207063084,407.2050781,407.2058105,ESTIMATED,407.2055 m/z @11.29 [global_negative_BC00454_4.mzXML],407.2054942,11.29191667,11.18458333,11.43651667,0.251933333,27671.12695,151386.8445,0,15,0.077889018,1.30411153,1.306320865,407.2041931,407.2058868,ESTIMATED,407.2055 m/z @11.30 [global_negative_AB02720_2.mzXML],407.2054926,11.29911667,11.18331667,11.57776667,0.39445,26289.97852,226258.5642,0,25,0.133855578,4.817423968,1.571006232,407.2046814,407.2064819,ESTIMATED,407.2085 m/z @11.34 [global_negative_BC00410_1.mzXML],407.208477,11.33651667,11.23145,11.49036667,0.258916667,85770.52344,476980.1037,0,16,0.085980545,1.38060996,1.132570528,407.2080994,407.2090149,ESTIMATED,407.2056 m/z @11.33 [global_negative_QC1_2.mzXML],407.2055733,11.3275,11.13245,11.50861667,0.376166667,82866.48438,652919.5614,0,22,0.131168236,1.296692468,1.118348004,407.2052002,407.2062683,DETECTED,407.2059 m/z @11.34 [global_negative_QC1_1.mzXML],407.2058868,11.33776667,11.19578333,11.7333,0.537516667,99432.99621,740442.9406,1,32,0.109465047,1.248880543,1.013413774,407.2049561,407.2069092
102,183.1384849,12.37476944,nan,,,,1,ESTIMATED,183.1382 m/z @12.37 [global_negative_AB02707_2.mzXML],183.1382213,12.3652,12.28243333,12.54201667,0.259583333,13452.61816,92133.97307,0,17,0.107924122,1.419468968,2.439009019,183.138031,183.1384201,ESTIMATED,183.1384 m/z @12.35 [global_negative_BC00454_4.mzXML],183.138385,12.35423333,12.31913333,12.38976667,0.070633333,594.8081055,1698.372177,0,5,0.120353263,1.00617284,1.012345679,183.1383209,183.1384201,ESTIMATED,183.1382 m/z @12.36 [global_negative_AB02720_2.mzXML],183.1381573,12.3607,12.25981667,12.5378,0.277983333,13947.15137,96364.50589,0,18,0.100043724,1.476149586,1.914879886,183.1378937,183.1384201,ESTIMATED,183.1394 m/z @12.39 [global_negative_BC00410_1.mzXML],183.1394465,12.38968333,12.2904,12.55178333,0.261383333,50021.95313,286595.0411,0,17,0.085996003,1.368159769,1.647155904,183.1384201,183.13974,ESTIMATED,183.1383 m/z @12.39 [global_negative_QC1_2.mzXML],183.1382794,12.38716667,12.23573333,12.81771667,0.581983333,61180.83594,473370.4374,0,36,0.117803879,1.674748873,1.821794802,183.1381378,183.138504,DETECTED,183.1384 m/z @12.39 [global_negative_QC1_1.mzXML],183.1384201,12.39163333,12.2957,12.72523333,0.429533333,99172.75324,648790.7009,0,28,0.099187872,1.49645071,1.816815063,183.138092,183.1385345
